q q_max q_time hits q_time/hits k 
1 31 0.071821 1 0.071821 639937
2 31 0.136529 2 0.068264 1290369
3 31 0.204507 3 0.068169 1944321
4 31 0.351929 5 0.070386 3223809
5 31 0.441610 6 0.073602 3972289
6 31 0.588661 8 0.073583 5186177
7 31 0.676590 9 0.075177 5846209
8 31 0.854603 11 0.077691 7266113
9 31 1.070942 13 0.082380 8964737
10 31 1.126151 14 0.080439 9204737
11 31 1.377924 16 0.086120 10508737
12 31 1.481318 18 0.082295 11806145
13 31 1.618889 19 0.085205 12771329
14 31 1.779433 21 0.084735 13765377
15 31 1.971766 23 0.085729 15207745
16 31 2.256388 25 0.090256 17422017
17 31 2.292210 26 0.088162 17180417
18 31 2.606692 28 0.093096 18481345
19 31 2.695521 30 0.089851 19758529
20 31 3.467224 32 0.108351 25877825
21 31 3.046758 34 0.089611 22124609
22 31 3.299476 36 0.091652 23999425
23 31 4.252328 38 0.111903 31108097
24 31 4.130441 40 0.103261 30379713
25 31 4.041267 42 0.096221 28582273
26 31 4.165448 44 0.094669 29499777
27 31 4.375988 46 0.095130 30748929
28 31 4.743933 48 0.098832 32798785
29 31 4.932067 50 0.098641 34061441
30 31 4.912323 52 0.094468 34530753
31 31 5.260528 53 0.099255 36500993
74.2315
