q q_max q_time hits q_time/hits k 
1 31 0.069989 1 0.069989 639937
2 31 0.133168 2 0.066584 1297537
3 31 0.204522 3 0.068174 1933249
4 31 0.352121 5 0.070424 3245825
5 31 0.439293 6 0.073216 3896385
6 31 0.595663 8 0.074458 5258689
7 31 0.684234 9 0.076026 5885633
8 31 0.849571 11 0.077234 7214081
9 31 1.048322 13 0.080640 8713345
10 31 1.139792 14 0.081414 9335937
11 31 1.308816 16 0.081801 10556417
12 31 1.517561 18 0.084309 12102785
13 31 1.583231 19 0.083328 12473025
14 31 1.783745 21 0.084940 13903937
15 31 2.125590 23 0.092417 16494593
16 31 2.234828 25 0.089393 17238145
17 31 2.359568 26 0.090753 17602113
18 31 2.495139 28 0.089112 18592577
19 31 2.657071 30 0.088569 19673729
20 31 3.147603 32 0.098363 23178497
21 31 3.153479 34 0.092749 22995585
22 31 3.672444 36 0.102012 27059201
23 31 3.698214 38 0.097321 26748865
24 31 4.232229 40 0.105806 30743489
25 31 3.865253 42 0.092030 27662593
26 31 4.102157 44 0.093231 29142465
27 31 4.502564 46 0.097882 30965377
28 31 5.244501 48 0.109260 35986817
29 31 4.753889 50 0.095078 33141121
30 31 5.220752 52 0.100399 35621505
31 31 5.119961 53 0.096603 35326273
74.2955
