q q_max q_time hits q_time/hits k 
1 31 0.094350 1 0.094350 639937
2 31 0.348764 2 0.174382 1290241
3 31 0.771144 3 0.257048 1949825
4 31 0.974017 5 0.194803 3252545
5 31 0.645731 6 0.107622 3897217
6 31 0.641462 8 0.080183 5218753
7 31 0.683772 9 0.075975 5882561
8 31 0.844170 11 0.076743 7139137
9 31 1.033906 13 0.079531 8598017
10 31 1.122828 14 0.080202 9184897
11 31 1.315715 16 0.082232 10583937
12 31 1.508919 18 0.083829 11982209
13 31 1.593950 19 0.083892 12505793
14 31 1.773672 21 0.084461 13756609
15 31 1.964337 23 0.085406 15054785
16 31 2.259926 25 0.090397 17167297
17 31 2.325531 26 0.089443 17372161
18 31 2.519198 28 0.089971 18623105
19 31 2.740309 30 0.091344 19980289
20 31 2.930494 32 0.091578 21182465
21 31 3.221573 34 0.094752 23117313
22 31 3.406829 36 0.094634 24195777
23 31 3.644994 38 0.095921 25607105
24 31 3.886068 40 0.097152 27149121
25 31 4.174171 42 0.099385 28733505
26 31 4.593767 44 0.104404 30705729
27 31 4.677509 46 0.101685 31376961
28 31 5.103857 48 0.106330 33619521
29 31 4.952705 50 0.099054 33400449
30 31 5.296341 52 0.101853 34676225
31 31 5.781425 53 0.109083 37802497
76.8317
