q q_max q_time hits q_time/hits k 
1 31 0.073021 1 0.073021 639937
2 31 0.138450 2 0.069225 1287809
3 31 0.203714 3 0.067905 1927233
4 31 0.350360 5 0.070072 3213313
5 31 0.440468 6 0.073411 3920961
6 31 0.608647 8 0.076081 5389441
7 31 0.681392 9 0.075710 5896897
8 31 0.844269 11 0.076752 7156993
9 31 1.045484 13 0.080422 8584705
10 31 1.136514 14 0.081180 9257665
11 31 1.355577 16 0.084724 10911425
12 31 1.501854 18 0.083436 11856513
13 31 1.584802 19 0.083411 12333889
14 31 1.825173 21 0.086913 14041921
15 31 2.188198 23 0.095139 16765313
16 31 2.669371 25 0.106775 20418817
17 31 2.292814 26 0.088185 17076865
18 31 2.522249 28 0.090080 18462593
19 31 2.987073 30 0.099569 21914177
20 31 2.953627 32 0.092301 21307073
21 31 3.107441 34 0.091395 22204161
22 31 3.374712 36 0.093742 23874625
23 31 3.776360 38 0.099378 26688065
24 31 5.000828 40 0.125021 35832833
25 31 4.004826 42 0.095353 27713281
26 31 4.246206 44 0.096505 29187521
27 31 4.862867 46 0.105714 32362689
28 31 4.856664 48 0.101180 32361281
29 31 4.974118 50 0.099482 33521089
30 31 5.522553 52 0.106203 36257345
31 31 5.314955 53 0.100282 35019585
76.4448
