q q_max q_time hits q_time/hits k 
1 31 0.070208 1 0.070208 639937
2 31 0.131754 2 0.065877 1298497
3 31 0.204635 3 0.068212 1950529
4 31 0.351319 5 0.070264 3245633
5 31 0.432776 6 0.072129 3881857
6 31 0.596239 8 0.074530 5246849
7 31 0.681673 9 0.075741 5868417
8 31 0.850527 11 0.077321 7223425
9 31 1.131111 13 0.087009 9496065
10 31 1.122385 14 0.080170 9194049
11 31 1.370348 16 0.085647 11077441
12 31 1.504813 18 0.083601 11951233
13 31 1.600728 19 0.084249 12551425
14 31 1.906977 21 0.090808 14831233
15 31 2.026899 23 0.088126 15566593
16 31 2.203329 25 0.088133 16753921
17 31 2.290929 26 0.088113 17124801
18 31 2.531315 28 0.090404 18635841
19 31 2.730315 30 0.091011 19952705
20 31 2.983866 32 0.093246 21559041
21 31 3.136291 34 0.092244 22504065
22 31 3.343865 36 0.092885 23688961
23 31 3.905216 38 0.102769 27556481
24 31 3.787272 40 0.094682 26544769
25 31 3.977295 42 0.094697 27589505
26 31 5.220905 44 0.118657 35191745
27 31 4.670783 46 0.101539 30868865
28 31 4.937728 48 0.102869 32776833
29 31 5.021850 50 0.100437 33923009
30 31 5.288802 52 0.101708 34911169
31 31 5.341387 53 0.100781 35518145
75.3538
