q q_max q_time hits q_time/hits k 
1 31 0.071346 1 0.071346 639937
2 31 0.135080 2 0.067540 1282369
3 31 0.203976 3 0.067992 1930625
4 31 0.355425 5 0.071085 3259969
5 31 0.440271 6 0.073378 3937665
6 31 0.595232 8 0.074404 5217217
7 31 0.695264 9 0.077252 6043137
8 31 0.856535 11 0.077867 7218305
9 31 1.023353 13 0.078719 8483073
10 31 1.168527 14 0.083466 9611585
11 31 1.357951 16 0.084872 10985217
12 31 1.540306 18 0.085573 12289345
13 31 1.584373 19 0.083388 12443649
14 31 1.816363 21 0.086493 14178625
15 31 2.136002 23 0.092870 16704449
16 31 2.216201 25 0.088648 16937409
17 31 2.268110 26 0.087235 17056577
18 31 2.477108 28 0.088468 18398081
19 31 2.835234 30 0.094508 21053057
20 31 2.940132 32 0.091879 21619585
21 31 3.151855 34 0.092702 22996545
22 31 4.231223 36 0.117534 31309889
23 31 3.645263 38 0.095928 26496641
24 31 3.861409 40 0.096535 28029185
25 31 3.950091 42 0.094050 28031745
26 31 4.310133 44 0.097958 30174977
27 31 4.381605 46 0.095252 30690689
28 31 4.676370 48 0.097424 32001793
29 31 5.269371 50 0.105387 35961729
30 31 5.035652 52 0.096839 34319937
31 31 5.223246 53 0.098552 36314945
74.4533
