q q_max q_time hits q_time/hits k 
1 31 0.071351 1 0.071351 639937
2 31 0.131482 2 0.065741 1282433
3 31 0.204137 3 0.068046 1934337
4 31 0.353123 5 0.070625 3263873
5 31 0.436590 6 0.072765 3886273
6 31 0.596919 8 0.074615 5275201
7 31 0.675532 9 0.075059 5827137
8 31 0.843152 11 0.076650 7174529
9 31 1.063408 13 0.081801 8879489
10 31 1.115328 14 0.079666 9124225
11 31 1.311415 16 0.081963 10583553
12 31 1.612344 18 0.089575 12965761
13 31 1.587642 19 0.083560 12515265
14 31 1.781939 21 0.084854 13906241
15 31 1.953438 23 0.084932 15093761
16 31 2.164448 25 0.086578 16637825
17 31 2.248057 26 0.086464 17004225
18 31 2.464464 28 0.088017 18352897
19 31 2.677062 30 0.089235 19811009
20 31 2.862262 32 0.089446 21090561
21 31 3.127132 34 0.091974 22737665
22 31 3.585663 36 0.099602 26272001
23 31 3.476066 38 0.091475 24924161
24 31 3.717843 40 0.092946 26688513
25 31 3.952004 42 0.094095 28191169
26 31 4.185198 44 0.095118 28925377
27 31 4.590456 46 0.099793 31567553
28 31 4.925900 48 0.102623 33825985
29 31 4.931238 50 0.098625 33282881
30 31 5.081157 52 0.097715 35259713
31 31 5.918107 53 0.111662 40617473
73.6451
