L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:03:41 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005192s
Sat May 29 14:03:41 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005337s
Sat May 29 14:03:41 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005526s
Sat May 29 14:03:41 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005635s
Sat May 29 14:03:41 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005669s
Sat May 29 14:03:41 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.005697s
Sat May 29 14:03:41 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 10000 | flat time: 0.005677s
Sat May 29 14:03:41 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 10000 | flat time: 0.005647s
Sat May 29 14:03:41 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 20000 | flat time: 0.011213s
Sat May 29 14:03:41 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 20000 | flat time: 0.011156s
Sat May 29 14:03:41 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 10000 | flat time: 0.005563s
Sat May 29 14:03:41 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 30000 | flat time: 0.016746s
Sat May 29 14:03:41 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 20000 | flat time: 0.011149s
Sat May 29 14:03:41 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 80000 | flat time: 0.044566s
Sat May 29 14:03:41 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 40000 | flat time: 0.022266s
Sat May 29 14:03:41 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 40000 | flat time: 0.022353s
Sat May 29 14:03:41 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022347s
Sat May 29 14:03:41 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 30000 | flat time: 0.016772s
Sat May 29 14:03:41 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 40000 | flat time: 0.022334s
Sat May 29 14:03:41 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 30000 | flat time: 0.016762s
Sat May 29 14:03:41 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 30000 | flat time: 0.016786s
Sat May 29 14:03:41 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 20000 | flat time: 0.011185s
Sat May 29 14:03:41 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 20000 | flat time: 0.011193s
Sat May 29 14:03:41 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 20000 | flat time: 0.011155s
Sat May 29 14:03:41 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 30000 | flat time: 0.016703s
Sat May 29 14:03:41 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 20000 | flat time: 0.011197s
Sat May 29 14:03:41 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 50000 | flat time: 0.027774s
