L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:04:18 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005139s
Sat May 29 14:04:18 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005289s
Sat May 29 14:04:18 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005538s
Sat May 29 14:04:18 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005660s
Sat May 29 14:04:18 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005662s
Sat May 29 14:04:18 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.005668s
Sat May 29 14:04:18 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 10000 | flat time: 0.005649s
Sat May 29 14:04:18 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 10000 | flat time: 0.005601s
Sat May 29 14:04:18 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 20000 | flat time: 0.011183s
Sat May 29 14:04:18 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 20000 | flat time: 0.011142s
Sat May 29 14:04:18 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 20000 | flat time: 0.011104s
Sat May 29 14:04:18 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 10000 | flat time: 0.005609s
Sat May 29 14:04:18 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 30000 | flat time: 0.016769s
Sat May 29 14:04:18 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 40000 | flat time: 0.022414s
Sat May 29 14:04:18 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 20000 | flat time: 0.011160s
Sat May 29 14:04:18 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 20000 | flat time: 0.011162s
Sat May 29 14:04:18 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022845s
Sat May 29 14:04:18 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 30000 | flat time: 0.017055s
Sat May 29 14:04:18 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 30000 | flat time: 0.017055s
Sat May 29 14:04:18 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 30000 | flat time: 0.017033s
Sat May 29 14:04:18 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 40000 | flat time: 0.022723s
Sat May 29 14:04:18 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 30000 | flat time: 0.017073s
Sat May 29 14:04:18 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 40000 | flat time: 0.022773s
Sat May 29 14:04:18 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 30000 | flat time: 0.017097s
Sat May 29 14:04:18 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 80000 | flat time: 0.045577s
Sat May 29 14:04:18 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 50000 | flat time: 0.028529s
Sat May 29 14:04:18 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 40000 | flat time: 0.022895s
