L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:04:04 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005154s
Sat May 29 14:04:04 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005312s
Sat May 29 14:04:04 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005530s
Sat May 29 14:04:04 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005743s
Sat May 29 14:04:04 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005742s
Sat May 29 14:04:04 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.005726s
Sat May 29 14:04:04 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 10000 | flat time: 0.005688s
Sat May 29 14:04:04 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 10000 | flat time: 0.005662s
Sat May 29 14:04:04 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 10000 | flat time: 0.005627s
Sat May 29 14:04:04 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 10000 | flat time: 0.005595s
Sat May 29 14:04:04 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 20000 | flat time: 0.011180s
Sat May 29 14:04:04 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 30000 | flat time: 0.016799s
Sat May 29 14:04:04 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 50000 | flat time: 0.027985s
Sat May 29 14:04:04 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 40000 | flat time: 0.022379s
Sat May 29 14:04:04 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 30000 | flat time: 0.016701s
Sat May 29 14:04:04 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 20000 | flat time: 0.011143s
Sat May 29 14:04:04 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022584s
Sat May 29 14:04:04 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 110000 | flat time: 0.062141s
Sat May 29 14:04:04 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 30000 | flat time: 0.016902s
Sat May 29 14:04:04 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 20000 | flat time: 0.011255s
Sat May 29 14:04:04 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 30000 | flat time: 0.016858s
Sat May 29 14:04:04 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 20000 | flat time: 0.011216s
Sat May 29 14:04:04 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 20000 | flat time: 0.011228s
Sat May 29 14:04:04 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 30000 | flat time: 0.016968s
Sat May 29 14:04:04 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 30000 | flat time: 0.016966s
Sat May 29 14:04:04 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 30000 | flat time: 0.016888s
Sat May 29 14:04:04 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 10000 | flat time: 0.005629s
