f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.005133 10000 1954 2000.000000
1+1E-0.187942 1+1E-8 0.005264 10000 1981 2000.000000
1+1E-0.546643 1+1E-8 0.005502 10000 1985 2000.000000
1+1E-0.875664 1+1E-8 0.005626 10000 1979 2000.000000
1+1E-1.190478 1+1E-8 0.005605 10000 1939 2000.000000
1+1E-1.498346 1+1E-8 0.005658 10000 1899 2000.000000
1+1E-1.802783 1+1E-8 0.005578 10000 1924 2000.000000
1+1E-2.105512 1+1E-8 0.005553 10000 1918 2000.000000
1+1E-2.407391 1+1E-8 0.005547 10000 1862 2000.000000
1+1E-2.708846 1+1E-8 0.005504 10000 1824 2000.000000
1+1E-3.010088 1+1E-8 0.011069 20000 3661 4000.000000
1+1E-3.311224 1+1E-8 0.016663 30000 5561 6000.000000
1+1E-3.612307 1+1E-8 0.011065 20000 3637 4000.000000
1+1E-3.913363 1+1E-8 0.016654 30000 5403 6000.000000
1+1E-4.214407 1+1E-8 0.016737 30000 5494 6000.000000
1+1E-4.515443 1+1E-8 0.011118 20000 3699 4000.000000
1+1E-4.816477 1+1E-8 0.016695 30000 5629 6000.000000
1+1E-5.117508 1+1E-8 0.016715 30000 5456 6000.000000
1+1E-5.418539 1+1E-8 0.027733 50000 9223 10000.000000
1+1E-5.719570 1+1E-8 0.005540 10000 1805 2000.000000
1+1E-6.020600 1+1E-8 0.011057 20000 3664 4000.000000
1+1E-6.321630 1+1E-8 0.021948 40000 7307 8000.000000
1+1E-6.622660 1+1E-8 0.016567 30000 5476 6000.000000
1+1E-6.923690 1+1E-8 0.011019 20000 3639 4000.000000
1+1E-7.224720 1+1E-8 0.022208 40000 7405 8000.000000
1+1E-7.525750 1+1E-8 0.016594 30000 5525 6000.000000
1+1E-7.826780 1+1E-8 0.050354 90000 16261 18000.000000
0.354879
