f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.005286 10000 1961 2000.000000
1+1E-0.187942 1+1E-8 0.005404 10000 1983 2000.000000
1+1E-0.546643 1+1E-8 0.006049 10000 1968 2000.000000
1+1E-0.875664 1+1E-8 0.006672 10000 1971 2000.000000
1+1E-1.190478 1+1E-8 0.006045 10000 1962 2000.000000
1+1E-1.498346 1+1E-8 0.006310 10000 1960 2000.000000
1+1E-1.802783 1+1E-8 0.005796 10000 1941 2000.000000
1+1E-2.105512 1+1E-8 0.005783 10000 1860 2000.000000
1+1E-2.407391 1+1E-8 0.005795 10000 1901 2000.000000
1+1E-2.708846 1+1E-8 0.005611 10000 1857 2000.000000
1+1E-3.010088 1+1E-8 0.011384 20000 3656 4000.000000
1+1E-3.311224 1+1E-8 0.022470 40000 7665 8000.000000
1+1E-3.612307 1+1E-8 0.016708 30000 5629 6000.000000
1+1E-3.913363 1+1E-8 0.016958 30000 5548 6000.000000
1+1E-4.214407 1+1E-8 0.017047 30000 5584 6000.000000
1+1E-4.515443 1+1E-8 0.016801 30000 5458 6000.000000
1+1E-4.816477 1+1E-8 0.022457 40000 7393 8000.000000
1+1E-5.117508 1+1E-8 0.011128 20000 3631 4000.000000
1+1E-5.418539 1+1E-8 0.016782 30000 5548 6000.000000
1+1E-5.719570 1+1E-8 0.005584 10000 1801 2000.000000
1+1E-6.020600 1+1E-8 0.011195 20000 3677 4000.000000
1+1E-6.321630 1+1E-8 0.022541 40000 7381 8000.000000
1+1E-6.622660 1+1E-8 0.055856 100000 18241 20000.000000
1+1E-6.923690 1+1E-8 0.022282 40000 7210 8000.000000
1+1E-7.224720 1+1E-8 0.039083 70000 12653 14000.000000
1+1E-7.525750 1+1E-8 0.011186 20000 3623 4000.000000
1+1E-7.826780 1+1E-8 0.011097 20000 3642 4000.000000
0.389668
