L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:03:57 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.006810s
Sat May 29 14:03:57 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.007027s
Sat May 29 14:03:57 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006103s
Sat May 29 14:03:57 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.006123s
Sat May 29 14:03:57 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005761s
Sat May 29 14:03:57 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.006189s
Sat May 29 14:03:57 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 10000 | flat time: 0.005744s
Sat May 29 14:03:57 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 10000 | flat time: 0.005724s
Sat May 29 14:03:57 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 10000 | flat time: 0.005803s
Sat May 29 14:03:57 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 20000 | flat time: 0.011469s
Sat May 29 14:03:57 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 20000 | flat time: 0.011459s
Sat May 29 14:03:57 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 30000 | flat time: 0.016907s
Sat May 29 14:03:57 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 30000 | flat time: 0.016990s
Sat May 29 14:03:57 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 20000 | flat time: 0.011473s
Sat May 29 14:03:57 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 40000 | flat time: 0.022454s
Sat May 29 14:03:57 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 30000 | flat time: 0.016828s
Sat May 29 14:03:57 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022482s
Sat May 29 14:03:57 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 70000 | flat time: 0.039276s
Sat May 29 14:03:57 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 10000 | flat time: 0.005675s
Sat May 29 14:03:57 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 20000 | flat time: 0.011290s
Sat May 29 14:03:57 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 90000 | flat time: 0.051100s
Sat May 29 14:03:57 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 30000 | flat time: 0.017068s
Sat May 29 14:03:57 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 20000 | flat time: 0.011349s
Sat May 29 14:03:57 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 50000 | flat time: 0.028347s
Sat May 29 14:03:57 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 20000 | flat time: 0.011313s
Sat May 29 14:03:57 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 20000 | flat time: 0.011233s
Sat May 29 14:03:57 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 50000 | flat time: 0.028212s
