f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-10 0.260725 70000 2467 2728.380024
1+1E-0.187942 1+1E-10 0.072477 20000 737 779.537150
1+1E-0.546643 1+1E-10 0.145128 40000 1508 1559.074300
1+1E-0.875664 1+1E-10 0.108839 30000 1094 1169.305725
1+1E-1.190478 1+1E-10 0.107675 30000 1103 1169.305725
1+1E-1.498346 1+1E-10 0.143532 40000 1488 1559.074300
1+1E-1.802783 1+1E-10 0.214942 60000 2185 2338.611449
1+1E-2.105512 1+1E-10 0.214910 60000 2125 2338.611449
1+1E-2.407391 1+1E-10 0.286518 80000 2836 3118.148599
1+1E-2.708846 1+1E-10 0.465660 130000 4657 5066.991474
1+1E-3.010088 1+1E-10 0.681113 190000 6897 7405.602923
1+1E-3.311224 1+1E-10 1.111935 310000 10903 12082.825822
1+1E-3.612307 1+1E-10 1.471225 410000 14402 15980.511571
1+1E-3.913363 1+1E-10 2.941053 820000 28784 31961.023143
1+1E-4.214407 1+1E-10 5.743034 900000 31626 35079.171742
1+1E-4.515443 1+1E-10 3.129184 870000 30652 33909.866017
1+1E-4.816477 1+1E-10 9.945890 2740000 96278 106796.589525
1+1E-5.117508 1+1E-10 4.466890 1250000 44077 48721.071864
1+1E-5.418539 1+1E-10 2.857941 800000 28216 31181.485993
1+1E-5.719570 1+1E-10 2.725711 760000 26788 29622.411693
1+1E-6.020600 1+1E-10 20.786803 5410000 190152 210864.799026
1+1E-6.321630 1+1E-10 11.498890 3220000 113118 125505.481121
1+1E-6.622660 1+1E-10 5.998260 1680000 59023 65481.120585
1+1E-6.923690 1+1E-10 10.192476 2640000 92808 102898.903776
1+1E-7.224720 1+1E-10 6.289279 1760000 62128 68599.269184
1+1E-7.525750 1+1E-10 5.142648 1440000 50679 56126.674787
1+1E-7.826780 1+1E-10 3.573338 1000000 35118 38976.857491
1+1E-8.127810 1+1E-10 5.082515 1420000 49835 55347.137637
1+1E-8.428840 1+1E-10 2.685672 750000 26494 29232.643118
1+1E-8.729870 1+1E-10 6.555240 1830000 64366 71327.649208
1+1E-9.030900 1+1E-10 3.332371 930000 33011 36248.477467
1+1E-9.331930 1+1E-10 9.064753 2520000 88458 98221.680877
1+1E-9.632960 1+1E-10 8.671221 2420000 85153 94323.995128
1+1E-9.933990 1+1E-10 6.102741 1700000 59901 66260.657734
142.071
