f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.013953 20000 3971 4000.000000
1+1E-0.187942 1+1E-9 0.014495 20000 3987 4000.000000
1+1E-0.546643 1+1E-9 0.007513 10000 1983 2000.000000
1+1E-0.875664 1+1E-9 0.015414 20000 3978 4000.000000
1+1E-1.190478 1+1E-9 0.023371 30000 5946 6000.000000
1+1E-1.498346 1+1E-9 0.015399 20000 3964 4000.000000
1+1E-1.802783 1+1E-9 0.030506 40000 7930 8000.000000
1+1E-2.105512 1+1E-9 0.030854 40000 7920 8000.000000
1+1E-2.407391 1+1E-9 0.056912 70000 13872 14000.000000
1+1E-2.708846 1+1E-9 0.100915 120000 23795 24000.000000
1+1E-3.010088 1+1E-9 0.061458 80000 15862 16000.000000
1+1E-3.311224 1+1E-9 0.271657 340000 67376 68000.000000
1+1E-3.612307 1+1E-9 0.200638 240000 47535 48000.000000
1+1E-3.913363 1+1E-9 0.341726 420000 83175 84000.000000
1+1E-4.214407 1+1E-9 0.314111 410000 81187 82000.000000
1+1E-4.515443 1+1E-9 0.593824 760000 150524 152000.000000
1+1E-4.816477 1+1E-9 0.599390 780000 154529 156000.000000
1+1E-5.117508 1+1E-9 1.539899 2000000 396088 400000.000000
1+1E-5.418539 1+1E-9 0.948221 1230000 243780 246000.000000
1+1E-5.719570 1+1E-9 0.890852 1140000 225754 228000.000000
1+1E-6.020600 1+1E-9 0.957468 1260000 249519 252000.000000
1+1E-6.321630 1+1E-9 1.926726 2490000 493060 498000.000000
1+1E-6.622660 1+1E-9 0.917508 1210000 239623 242000.000000
1+1E-6.923690 1+1E-9 8.503200 11060000 2189967 2212000.000000
1+1E-7.224720 1+1E-9 1.679074 2170000 429720 434000.000000
1+1E-7.525750 1+1E-9 0.655956 820000 162455 164000.000000
1+1E-7.826780 1+1E-9 1.698382 2180000 431730 436000.000000
1+1E-8.127810 1+1E-9 5.015764 6430000 1273541 1286000.000000
1+1E-8.428840 1+1E-9 5.337357 6890000 1364358 1378000.000000
1+1E-8.729870 1+1E-9 11.792370 15150000 2999840 3030000.000000
44.5557
