f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.028264 50000 57 62.500000
1+1E-0.187942 1+1E-6 0.023417 40000 46 50.000000
1+1E-0.546643 1+1E-6 0.040818 70000 80 87.500000
1+1E-0.875664 1+1E-6 0.048910 80000 91 100.000000
1+1E-1.190478 1+1E-6 0.065617 110000 125 137.500000
1+1E-1.498346 1+1E-6 0.075946 130000 148 162.500000
1+1E-1.802783 1+1E-6 0.081957 140000 158 175.000000
1+1E-2.105512 1+1E-6 0.120394 200000 225 250.000000
1+1E-2.407391 1+1E-6 0.145927 250000 283 312.500000
1+1E-2.708846 1+1E-6 0.392977 670000 755 837.500000
1+1E-3.010088 1+1E-6 0.236963 390000 439 487.500000
1+1E-3.311224 1+1E-6 0.234865 390000 439 487.500000
1+1E-3.612307 1+1E-6 0.268039 440000 497 550.000000
1+1E-3.913363 1+1E-6 0.165409 270000 305 337.500000
1+1E-4.214407 1+1E-6 0.312550 520000 586 650.000000
1+1E-4.515443 1+1E-6 0.197717 330000 375 412.500000
1+1E-4.816477 1+1E-6 0.157192 260000 293 325.000000
1+1E-5.117508 1+1E-6 0.434171 720000 816 900.000000
1+1E-5.418539 1+1E-6 0.302082 500000 563 625.000000
1+1E-5.719570 1+1E-6 0.213276 360000 406 450.000000
3.54688
