f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.027245 50000 57 62.500000
1+1E-0.187942 1+1E-6 0.022575 40000 45 50.000000
1+1E-0.546643 1+1E-6 0.023560 40000 45 50.000000
1+1E-0.875664 1+1E-6 0.047284 80000 91 100.000000
1+1E-1.190478 1+1E-6 0.058765 100000 116 125.000000
1+1E-1.498346 1+1E-6 0.069852 120000 136 150.000000
1+1E-1.802783 1+1E-6 0.111183 190000 215 237.500000
1+1E-2.105512 1+1E-6 0.163869 280000 321 350.000000
1+1E-2.407391 1+1E-6 0.157800 270000 305 337.500000
1+1E-2.708846 1+1E-6 0.166440 280000 316 350.000000
1+1E-3.010088 1+1E-6 0.337914 490000 554 612.500000
1+1E-3.311224 1+1E-6 0.282254 460000 524 575.000000
1+1E-3.612307 1+1E-6 0.421220 680000 772 850.000000
1+1E-3.913363 1+1E-6 0.458014 750000 846 937.500000
1+1E-4.214407 1+1E-6 0.254580 420000 475 525.000000
1+1E-4.515443 1+1E-6 0.208231 340000 383 425.000000
1+1E-4.816477 1+1E-6 0.348514 570000 643 712.500000
1+1E-5.117508 1+1E-6 0.304077 500000 568 625.000000
1+1E-5.418539 1+1E-6 0.142156 230000 259 287.500000
1+1E-5.719570 1+1E-6 0.198004 320000 360 400.000000
3.80391
