f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.021843 40000 45 50.000000
1+1E-0.187942 1+1E-6 0.022998 40000 46 50.000000
1+1E-0.546643 1+1E-6 0.034752 60000 68 75.000000
1+1E-0.875664 1+1E-6 0.046977 80000 93 100.000000
1+1E-1.190478 1+1E-6 0.058710 100000 113 125.000000
1+1E-1.498346 1+1E-6 0.093320 160000 180 200.000000
1+1E-1.802783 1+1E-6 0.099213 170000 192 212.500000
1+1E-2.105512 1+1E-6 0.100025 170000 193 212.500000
1+1E-2.407391 1+1E-6 0.234436 400000 450 500.000000
1+1E-2.708846 1+1E-6 0.291536 500000 564 625.000000
1+1E-3.010088 1+1E-6 0.257640 440000 496 550.000000
1+1E-3.311224 1+1E-6 0.192750 330000 372 412.500000
1+1E-3.612307 1+1E-6 0.233225 400000 450 500.000000
1+1E-3.913363 1+1E-6 0.227687 390000 446 487.500000
1+1E-4.214407 1+1E-6 0.465562 800000 902 1000.000000
1+1E-4.515443 1+1E-6 0.146100 250000 282 312.500000
1+1E-4.816477 1+1E-6 0.268368 460000 519 575.000000
1+1E-5.117508 1+1E-6 0.414789 710000 799 887.500000
1+1E-5.418539 1+1E-6 0.162982 280000 316 350.000000
1+1E-5.719570 1+1E-6 0.203952 350000 395 437.500000
3.57723
