f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.034686 60000 69 75.000000
1+1E-0.187942 1+1E-6 0.024868 40000 46 50.000000
1+1E-0.546643 1+1E-6 0.031105 50000 57 62.500000
1+1E-0.875664 1+1E-6 0.036571 60000 68 75.000000
1+1E-1.190478 1+1E-6 0.054439 90000 102 112.500000
1+1E-1.498346 1+1E-6 0.058652 100000 113 125.000000
1+1E-1.802783 1+1E-6 0.099923 170000 194 212.500000
1+1E-2.105512 1+1E-6 0.140201 240000 274 300.000000
1+1E-2.407391 1+1E-6 0.117234 200000 230 250.000000
1+1E-2.708846 1+1E-6 0.205914 350000 394 437.500000
1+1E-3.010088 1+1E-6 0.251324 430000 486 537.500000
1+1E-3.311224 1+1E-6 0.294672 500000 566 625.000000
1+1E-3.612307 1+1E-6 0.181719 310000 351 387.500000
1+1E-3.913363 1+1E-6 0.299556 510000 575 637.500000
1+1E-4.214407 1+1E-6 0.264575 450000 507 562.500000
1+1E-4.515443 1+1E-6 0.163950 280000 315 350.000000
1+1E-4.816477 1+1E-6 0.257896 440000 496 550.000000
1+1E-5.117508 1+1E-6 0.564860 960000 1082 1200.000000
1+1E-5.418539 1+1E-6 0.291459 500000 568 625.000000
1+1E-5.719570 1+1E-6 0.116687 200000 226 250.000000
3.49058
