f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.033123 60000 69 75.000000
1+1E-0.187942 1+1E-6 0.028418 50000 58 62.500000
1+1E-0.546643 1+1E-6 0.041026 70000 79 87.500000
1+1E-0.875664 1+1E-6 0.037246 60000 69 75.000000
1+1E-1.190478 1+1E-6 0.049719 80000 90 100.000000
1+1E-1.498346 1+1E-6 0.079365 130000 147 162.500000
1+1E-1.802783 1+1E-6 0.119257 200000 226 250.000000
1+1E-2.105512 1+1E-6 0.117500 200000 225 250.000000
1+1E-2.407391 1+1E-6 0.117471 200000 226 250.000000
1+1E-2.708846 1+1E-6 0.209857 350000 397 437.500000
1+1E-3.010088 1+1E-6 0.411528 670000 756 837.500000
1+1E-3.311224 1+1E-6 0.333730 540000 609 675.000000
1+1E-3.612307 1+1E-6 0.186546 310000 351 387.500000
1+1E-3.913363 1+1E-6 0.334008 540000 609 675.000000
1+1E-4.214407 1+1E-6 0.464315 780000 881 975.000000
1+1E-4.515443 1+1E-6 0.152777 260000 294 325.000000
1+1E-4.816477 1+1E-6 0.254716 420000 474 525.000000
1+1E-5.117508 1+1E-6 0.386554 620000 701 775.000000
1+1E-5.418539 1+1E-6 0.215641 360000 407 450.000000
1+1E-5.719570 1+1E-6 0.377272 640000 720 800.000000
3.9505
