f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.032735 60000 69 75.000000
1+1E-0.187942 1+1E-6 0.028565 50000 57 62.500000
1+1E-0.546643 1+1E-6 0.029051 50000 57 62.500000
1+1E-0.875664 1+1E-6 0.047286 80000 91 100.000000
1+1E-1.190478 1+1E-6 0.064095 110000 126 137.500000
1+1E-1.498346 1+1E-6 0.076039 130000 148 162.500000
1+1E-1.802783 1+1E-6 0.118195 200000 230 250.000000
1+1E-2.105512 1+1E-6 0.126635 210000 238 262.500000
1+1E-2.407391 1+1E-6 0.241707 400000 450 500.000000
1+1E-2.708846 1+1E-6 0.175573 290000 327 362.500000
1+1E-3.010088 1+1E-6 0.362452 600000 678 750.000000
1+1E-3.311224 1+1E-6 0.521857 880000 991 1100.000000
1+1E-3.612307 1+1E-6 0.289795 490000 554 612.500000
1+1E-3.913363 1+1E-6 0.187863 320000 362 400.000000
1+1E-4.214407 1+1E-6 0.209817 360000 408 450.000000
1+1E-4.515443 1+1E-6 0.304198 450000 507 562.500000
1+1E-4.816477 1+1E-6 0.338039 570000 643 712.500000
1+1E-5.117508 1+1E-6 0.276051 460000 522 575.000000
1+1E-5.418539 1+1E-6 0.320597 540000 609 675.000000
1+1E-5.719570 1+1E-6 0.205682 350000 398 437.500000
3.95661
