q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.489820 1 0.489820 639938 639937 0
1 31 0.537891 1 0.537891 639938 639937 0
2 31 1.031008 2 0.515504 1280514 958442 322071
3 31 1.729143 4 0.432286 2594488 1614518 979969
4 31 1.973004 6 0.328834 3873176 2338443 1534732
5 31 1.770958 8 0.221370 5143704 2977843 2165860
6 31 1.646833 10 0.164683 6418210 3695843 2722366
7 31 1.576649 13 0.121281 8394907 4515585 3879321
8 31 1.553441 16 0.097090 10610974 5496879 5114094
9 31 1.770542 19 0.093186 12249216 6176387 6072828
10 31 2.058457 22 0.093566 14151662 7020480 7131181
11 31 2.477257 26 0.095279 17175392 8184289 8991102
12 31 2.826413 30 0.094214 19669662 9014489 10655172
13 31 3.252229 34 0.095654 22769911 10195389 12574521
14 31 3.411258 37 0.092196 23938862 10598831 13340030
15 31 3.899178 40 0.097479 26368140 11582264 14785875
16 31 4.271370 44 0.097077 30607976 13052427 17555548
17 31 4.316291 46 0.093832 30684612 13254853 17429758
18 31 5.025622 49 0.102564 36490577 15636680 20853896
19 31 5.136973 50 0.102739 37288247 16262366 21025880
20 31 4.957108 52 0.095329 36051677 15612524 20439152
21 31 5.777556 53 0.109010 42512621 18593047 23919573
22 31 7.254048 55 0.131892 41036246 17916601 23119644
23 31 5.505614 57 0.096590 40263281 17394175 22869105
24 31 6.775343 60 0.112922 50865392 21699769 29165622
25 31 6.050056 61 0.099181 39707365 16862452 22844912
26 31 5.587870 62 0.090127 40318950 17197544 23121405
27 31 6.133026 64 0.095829 44779001 19062505 25716495
28 31 11.647758 67 0.173847 87964462 36742620 51221841
29 31 6.492248 69 0.094091 47808684 19632076 28176607
30 31 6.404661 70 0.091495 47183944 19144343 28039600
31 31 6.904535 71 0.097247 51772121 20858863 30913257
130.245
