run: 178 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 01:56:01 2021 | q: 0/31 | q_time: 0.085222s | E: 1 | q_time/E: 0.085222s | shuffle time: 0.000000s
Mon Jan 25 01:56:01 2021 | q: 1/31 | q_time: 0.080113s | E: 1 | q_time/E: 0.080113s | shuffle time: 0.000217s
Mon Jan 25 01:56:01 2021 | q: 2/31 | q_time: 0.169327s | E: 2 | q_time/E: 0.084664s | shuffle time: 0.000241s
Mon Jan 25 01:56:02 2021 | q: 3/31 | q_time: 0.345855s | E: 4 | q_time/E: 0.086464s | shuffle time: 0.000233s
Mon Jan 25 01:56:02 2021 | q: 4/31 | q_time: 0.530034s | E: 6 | q_time/E: 0.088339s | shuffle time: 0.000244s
Mon Jan 25 01:56:03 2021 | q: 5/31 | q_time: 0.724947s | E: 8 | q_time/E: 0.090618s | shuffle time: 0.000248s
Mon Jan 25 01:56:04 2021 | q: 6/31 | q_time: 0.913164s | E: 10 | q_time/E: 0.091316s | shuffle time: 0.000248s
Mon Jan 25 01:56:05 2021 | q: 7/31 | q_time: 1.229267s | E: 13 | q_time/E: 0.094559s | shuffle time: 0.000247s
Mon Jan 25 01:56:06 2021 | q: 8/31 | q_time: 1.511142s | E: 16 | q_time/E: 0.094446s | shuffle time: 0.000249s
Mon Jan 25 01:56:08 2021 | q: 9/31 | q_time: 1.798820s | E: 19 | q_time/E: 0.094675s | shuffle time: 0.000252s
Mon Jan 25 01:56:10 2021 | q: 10/31 | q_time: 2.044624s | E: 22 | q_time/E: 0.092937s | shuffle time: 0.000253s
Mon Jan 25 01:56:13 2021 | q: 11/31 | q_time: 2.410713s | E: 26 | q_time/E: 0.092720s | shuffle time: 0.000255s
Mon Jan 25 01:56:15 2021 | q: 12/31 | q_time: 2.781590s | E: 30 | q_time/E: 0.092720s | shuffle time: 0.000254s
Mon Jan 25 01:56:19 2021 | q: 13/31 | q_time: 3.233534s | E: 34 | q_time/E: 0.095104s | shuffle time: 0.000256s
Mon Jan 25 01:56:22 2021 | q: 14/31 | q_time: 3.488611s | E: 37 | q_time/E: 0.094287s | shuffle time: 0.000253s
Mon Jan 25 01:56:26 2021 | q: 15/31 | q_time: 4.003819s | E: 40 | q_time/E: 0.100095s | shuffle time: 0.000253s
Mon Jan 25 01:56:30 2021 | q: 16/31 | q_time: 4.245673s | E: 44 | q_time/E: 0.096493s | shuffle time: 0.000254s
Mon Jan 25 01:56:39 2021 | q: 17/31 | q_time: 8.549270s | E: 46 | q_time/E: 0.185854s | shuffle time: 0.000256s
Mon Jan 25 01:56:46 2021 | q: 18/31 | q_time: 6.663855s | E: 49 | q_time/E: 0.135997s | shuffle time: 0.000710s
Mon Jan 25 01:56:50 2021 | q: 19/31 | q_time: 4.505825s | E: 50 | q_time/E: 0.090116s | shuffle time: 0.000258s
Mon Jan 25 01:56:55 2021 | q: 20/31 | q_time: 4.895064s | E: 52 | q_time/E: 0.094136s | shuffle time: 0.000257s
Mon Jan 25 01:57:00 2021 | q: 21/31 | q_time: 5.373203s | E: 53 | q_time/E: 0.101381s | shuffle time: 0.000257s
Mon Jan 25 01:57:06 2021 | q: 22/31 | q_time: 5.573803s | E: 55 | q_time/E: 0.101342s | shuffle time: 0.000258s
Mon Jan 25 01:57:11 2021 | q: 23/31 | q_time: 5.171350s | E: 57 | q_time/E: 0.090725s | shuffle time: 0.000257s
Mon Jan 25 01:57:17 2021 | q: 24/31 | q_time: 5.573292s | E: 60 | q_time/E: 0.092888s | shuffle time: 0.000257s
Mon Jan 25 01:57:23 2021 | q: 25/31 | q_time: 5.815828s | E: 61 | q_time/E: 0.095341s | shuffle time: 0.000258s
Mon Jan 25 01:57:29 2021 | q: 26/31 | q_time: 5.938732s | E: 62 | q_time/E: 0.095786s | shuffle time: 0.000257s
Mon Jan 25 01:57:35 2021 | q: 27/31 | q_time: 5.990294s | E: 64 | q_time/E: 0.093598s | shuffle time: 0.000255s
Mon Jan 25 01:57:48 2021 | q: 28/31 | q_time: 13.535222s | E: 67 | q_time/E: 0.202018s | shuffle time: 0.000255s
Mon Jan 25 01:57:54 2021 | q: 29/31 | q_time: 6.156261s | E: 69 | q_time/E: 0.089221s | shuffle time: 0.000256s
Mon Jan 25 01:58:01 2021 | q: 30/31 | q_time: 6.571305s | E: 70 | q_time/E: 0.093876s | shuffle time: 0.000252s
Mon Jan 25 01:58:07 2021 | q: 31/31 | q_time: 6.346383s | E: 71 | q_time/E: 0.089386s | shuffle time: 0.000250s
