run: 834 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Tue Jan 26 01:23:48 2021 | q: 0/31 | q_time: 0.082967s | E: 1 | q_time/E: 0.082967s | shuffle time: 0.000000s
Tue Jan 26 01:23:48 2021 | q: 1/31 | q_time: 0.080114s | E: 1 | q_time/E: 0.080114s | shuffle time: 0.000217s
Tue Jan 26 01:23:48 2021 | q: 2/31 | q_time: 0.169645s | E: 2 | q_time/E: 0.084822s | shuffle time: 0.000241s
Tue Jan 26 01:23:49 2021 | q: 3/31 | q_time: 0.344810s | E: 4 | q_time/E: 0.086203s | shuffle time: 0.000234s
Tue Jan 26 01:23:49 2021 | q: 4/31 | q_time: 0.528824s | E: 6 | q_time/E: 0.088137s | shuffle time: 0.000243s
Tue Jan 26 01:23:50 2021 | q: 5/31 | q_time: 0.724494s | E: 8 | q_time/E: 0.090562s | shuffle time: 0.000247s
Tue Jan 26 01:23:51 2021 | q: 6/31 | q_time: 0.912628s | E: 10 | q_time/E: 0.091263s | shuffle time: 0.000251s
Tue Jan 26 01:23:52 2021 | q: 7/31 | q_time: 1.196777s | E: 13 | q_time/E: 0.092060s | shuffle time: 0.000244s
Tue Jan 26 01:23:53 2021 | q: 8/31 | q_time: 1.484966s | E: 16 | q_time/E: 0.092810s | shuffle time: 0.000249s
Tue Jan 26 01:23:55 2021 | q: 9/31 | q_time: 1.789400s | E: 19 | q_time/E: 0.094179s | shuffle time: 0.000251s
Tue Jan 26 01:23:57 2021 | q: 10/31 | q_time: 2.044143s | E: 22 | q_time/E: 0.092916s | shuffle time: 0.000252s
Tue Jan 26 01:24:00 2021 | q: 11/31 | q_time: 2.451998s | E: 26 | q_time/E: 0.094308s | shuffle time: 0.000256s
Tue Jan 26 01:24:03 2021 | q: 12/31 | q_time: 2.805504s | E: 30 | q_time/E: 0.093517s | shuffle time: 0.000257s
Tue Jan 26 01:24:06 2021 | q: 13/31 | q_time: 3.164858s | E: 34 | q_time/E: 0.093084s | shuffle time: 0.000254s
Tue Jan 26 01:24:09 2021 | q: 14/31 | q_time: 3.462104s | E: 37 | q_time/E: 0.093570s | shuffle time: 0.000254s
Tue Jan 26 01:24:13 2021 | q: 15/31 | q_time: 3.678547s | E: 40 | q_time/E: 0.091964s | shuffle time: 0.000254s
Tue Jan 26 01:24:17 2021 | q: 16/31 | q_time: 4.156732s | E: 44 | q_time/E: 0.094471s | shuffle time: 0.000252s
Tue Jan 26 01:24:21 2021 | q: 17/31 | q_time: 4.295913s | E: 46 | q_time/E: 0.093389s | shuffle time: 0.000255s
Tue Jan 26 01:24:28 2021 | q: 18/31 | q_time: 6.535700s | E: 49 | q_time/E: 0.133382s | shuffle time: 0.000257s
Tue Jan 26 01:24:33 2021 | q: 19/31 | q_time: 4.992829s | E: 50 | q_time/E: 0.099857s | shuffle time: 0.000256s
Tue Jan 26 01:24:40 2021 | q: 20/31 | q_time: 6.889853s | E: 52 | q_time/E: 0.132497s | shuffle time: 0.000257s
Tue Jan 26 01:24:47 2021 | q: 21/31 | q_time: 7.020123s | E: 53 | q_time/E: 0.132455s | shuffle time: 0.000259s
Tue Jan 26 01:24:59 2021 | q: 22/31 | q_time: 12.016284s | E: 55 | q_time/E: 0.218478s | shuffle time: 0.001674s
Tue Jan 26 01:25:04 2021 | q: 23/31 | q_time: 5.265995s | E: 57 | q_time/E: 0.092386s | shuffle time: 0.000258s
Tue Jan 26 01:25:10 2021 | q: 24/31 | q_time: 6.053372s | E: 60 | q_time/E: 0.100890s | shuffle time: 0.000256s
Tue Jan 26 01:25:16 2021 | q: 25/31 | q_time: 5.576028s | E: 61 | q_time/E: 0.091410s | shuffle time: 0.000257s
Tue Jan 26 01:25:21 2021 | q: 26/31 | q_time: 5.746310s | E: 62 | q_time/E: 0.092682s | shuffle time: 0.000254s
Tue Jan 26 01:25:27 2021 | q: 27/31 | q_time: 5.810969s | E: 64 | q_time/E: 0.090796s | shuffle time: 0.000252s
Tue Jan 26 01:25:36 2021 | q: 28/31 | q_time: 8.947412s | E: 67 | q_time/E: 0.133543s | shuffle time: 0.000253s
Tue Jan 26 01:25:42 2021 | q: 29/31 | q_time: 6.196812s | E: 69 | q_time/E: 0.089809s | shuffle time: 0.000253s
Tue Jan 26 01:25:49 2021 | q: 30/31 | q_time: 6.689771s | E: 70 | q_time/E: 0.095568s | shuffle time: 0.000250s
Tue Jan 26 01:25:56 2021 | q: 31/31 | q_time: 6.598803s | E: 71 | q_time/E: 0.092941s | shuffle time: 0.000248s
