q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.085111 1 0.085111 639938 639937 0
1 31 0.080169 1 0.080169 639938 639937 0
2 31 0.169631 2 0.084816 1280199 956246 323952
3 31 0.344391 4 0.086098 2565399 1590172 975226
4 31 0.529619 6 0.088270 3848055 2317501 1530553
5 31 0.723479 8 0.090435 5142824 2978168 2164655
6 31 0.913631 10 0.091363 6422241 3702302 2719938
7 31 1.190934 13 0.091610 8349527 4513067 3836459
8 31 1.486389 16 0.092899 10378063 5349155 5028907
9 31 1.761856 19 0.092729 12212981 6182435 6030545
10 31 2.072380 22 0.094199 14340827 7155188 7185638
11 31 2.445807 26 0.094070 17005314 8089593 8915720
12 31 2.786749 30 0.092892 19473538 8897529 10576008
13 31 3.223883 34 0.094820 22702087 10127564 12574522
14 31 3.431012 37 0.092730 24236005 10703853 13532151
15 31 3.702923 40 0.092573 26337268 11583700 14753567
16 31 4.147041 44 0.094251 29867119 12774301 17092817
17 31 4.495090 46 0.097719 32264611 14006031 18258579
18 31 6.140585 49 0.125318 45473622 19519501 25954120
19 31 5.192026 50 0.103841 37931997 16465022 21466974
20 31 4.814184 52 0.092580 35203067 15217146 19985920
21 31 16.155961 53 0.304829 35625277 15564952 20060324
22 31 6.965806 55 0.126651 40612039 17744939 22867099
23 31 5.215307 57 0.091497 38700932 16705550 21995381
24 31 5.683843 60 0.094731 42667416 17922551 24744864
25 31 5.488849 61 0.089981 39519655 16676035 22843619
26 31 5.641296 62 0.090989 41119934 17556645 23563288
27 31 5.861572 64 0.091587 43063175 18188836 24874338
28 31 9.231393 67 0.137782 69736895 28854080 40882814
29 31 6.158501 69 0.089254 45689065 18586371 27102693
30 31 6.402048 70 0.091458 47784528 19431624 28352903
31 31 6.736539 71 0.094881 51040595 20637706 30402888
129.278
