run: 82 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Sun Jan 24 22:29:48 2021 | q: 0/31 | q_time: 0.082398s | E: 1 | q_time/E: 0.082398s | shuffle time: 0.000000s
Sun Jan 24 22:29:48 2021 | q: 1/31 | q_time: 0.079747s | E: 1 | q_time/E: 0.079747s | shuffle time: 0.000220s
Sun Jan 24 22:29:48 2021 | q: 2/31 | q_time: 0.168450s | E: 2 | q_time/E: 0.084225s | shuffle time: 0.000242s
Sun Jan 24 22:29:49 2021 | q: 3/31 | q_time: 0.342644s | E: 4 | q_time/E: 0.085661s | shuffle time: 0.000241s
Sun Jan 24 22:29:49 2021 | q: 4/31 | q_time: 0.527840s | E: 6 | q_time/E: 0.087973s | shuffle time: 0.000246s
Sun Jan 24 22:29:50 2021 | q: 5/31 | q_time: 0.722538s | E: 8 | q_time/E: 0.090317s | shuffle time: 0.000250s
Sun Jan 24 22:29:51 2021 | q: 6/31 | q_time: 0.910117s | E: 10 | q_time/E: 0.091012s | shuffle time: 0.000252s
Sun Jan 24 22:29:52 2021 | q: 7/31 | q_time: 1.192577s | E: 13 | q_time/E: 0.091737s | shuffle time: 0.000248s
Sun Jan 24 22:29:54 2021 | q: 8/31 | q_time: 1.513927s | E: 16 | q_time/E: 0.094620s | shuffle time: 0.000253s
Sun Jan 24 22:29:56 2021 | q: 9/31 | q_time: 1.830700s | E: 19 | q_time/E: 0.096353s | shuffle time: 0.000253s
Sun Jan 24 22:29:58 2021 | q: 10/31 | q_time: 2.091346s | E: 22 | q_time/E: 0.095061s | shuffle time: 0.000251s
Sun Jan 24 22:30:00 2021 | q: 11/31 | q_time: 2.413409s | E: 26 | q_time/E: 0.092823s | shuffle time: 0.000252s
Sun Jan 24 22:30:03 2021 | q: 12/31 | q_time: 2.753138s | E: 30 | q_time/E: 0.091771s | shuffle time: 0.000255s
Sun Jan 24 22:30:06 2021 | q: 13/31 | q_time: 3.193461s | E: 34 | q_time/E: 0.093925s | shuffle time: 0.000255s
Sun Jan 24 22:30:09 2021 | q: 14/31 | q_time: 3.369712s | E: 37 | q_time/E: 0.091073s | shuffle time: 0.000257s
Sun Jan 24 22:30:13 2021 | q: 15/31 | q_time: 3.733890s | E: 40 | q_time/E: 0.093347s | shuffle time: 0.000253s
Sun Jan 24 22:30:17 2021 | q: 16/31 | q_time: 4.413537s | E: 44 | q_time/E: 0.100308s | shuffle time: 0.000251s
Sun Jan 24 22:30:22 2021 | q: 17/31 | q_time: 4.350011s | E: 46 | q_time/E: 0.094565s | shuffle time: 0.000254s
Sun Jan 24 22:30:27 2021 | q: 18/31 | q_time: 5.633949s | E: 49 | q_time/E: 0.114979s | shuffle time: 0.000255s
Sun Jan 24 22:30:33 2021 | q: 19/31 | q_time: 5.299493s | E: 50 | q_time/E: 0.105990s | shuffle time: 0.000259s
Sun Jan 24 22:30:39 2021 | q: 20/31 | q_time: 5.772632s | E: 52 | q_time/E: 0.111012s | shuffle time: 0.000255s
Sun Jan 24 22:30:43 2021 | q: 21/31 | q_time: 4.973361s | E: 53 | q_time/E: 0.093837s | shuffle time: 0.000258s
Sun Jan 24 22:30:48 2021 | q: 22/31 | q_time: 4.933780s | E: 55 | q_time/E: 0.089705s | shuffle time: 0.000257s
Sun Jan 24 22:30:54 2021 | q: 23/31 | q_time: 5.661328s | E: 57 | q_time/E: 0.099322s | shuffle time: 0.000257s
Sun Jan 24 22:31:01 2021 | q: 24/31 | q_time: 6.617547s | E: 60 | q_time/E: 0.110292s | shuffle time: 0.000258s
Sun Jan 24 22:31:06 2021 | q: 25/31 | q_time: 5.584756s | E: 61 | q_time/E: 0.091553s | shuffle time: 0.000257s
Sun Jan 24 22:31:12 2021 | q: 26/31 | q_time: 5.599882s | E: 62 | q_time/E: 0.090321s | shuffle time: 0.000261s
Sun Jan 24 22:31:18 2021 | q: 27/31 | q_time: 5.643875s | E: 64 | q_time/E: 0.088186s | shuffle time: 0.000258s
Sun Jan 24 22:31:26 2021 | q: 28/31 | q_time: 8.931731s | E: 67 | q_time/E: 0.133309s | shuffle time: 0.000255s
Sun Jan 24 22:31:33 2021 | q: 29/31 | q_time: 6.135675s | E: 69 | q_time/E: 0.088923s | shuffle time: 0.000255s
Sun Jan 24 22:31:39 2021 | q: 30/31 | q_time: 6.215245s | E: 70 | q_time/E: 0.088789s | shuffle time: 0.000251s
Sun Jan 24 22:31:45 2021 | q: 31/31 | q_time: 6.307303s | E: 71 | q_time/E: 0.088835s | shuffle time: 0.000247s
