run: 725 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 21:33:54 2021 | q: 0/31 | q_time: 0.489820s | E: 1 | q_time/E: 0.489820s | shuffle time: 0.000000s
Mon Jan 25 21:33:54 2021 | q: 1/31 | q_time: 0.537891s | E: 1 | q_time/E: 0.537891s | shuffle time: 0.001706s
Mon Jan 25 21:33:55 2021 | q: 2/31 | q_time: 1.031008s | E: 2 | q_time/E: 0.515504s | shuffle time: 0.001683s
Mon Jan 25 21:33:57 2021 | q: 3/31 | q_time: 1.729143s | E: 4 | q_time/E: 0.432286s | shuffle time: 0.001509s
Mon Jan 25 21:33:59 2021 | q: 4/31 | q_time: 1.973004s | E: 6 | q_time/E: 0.328834s | shuffle time: 0.001248s
Mon Jan 25 21:34:01 2021 | q: 5/31 | q_time: 1.770958s | E: 8 | q_time/E: 0.221370s | shuffle time: 0.000851s
Mon Jan 25 21:34:02 2021 | q: 6/31 | q_time: 1.646833s | E: 10 | q_time/E: 0.164683s | shuffle time: 0.000613s
Mon Jan 25 21:34:04 2021 | q: 7/31 | q_time: 1.576649s | E: 13 | q_time/E: 0.121281s | shuffle time: 0.000420s
Mon Jan 25 21:34:05 2021 | q: 8/31 | q_time: 1.553441s | E: 16 | q_time/E: 0.097090s | shuffle time: 0.000319s
Mon Jan 25 21:34:07 2021 | q: 9/31 | q_time: 1.770542s | E: 19 | q_time/E: 0.093186s | shuffle time: 0.000251s
Mon Jan 25 21:34:09 2021 | q: 10/31 | q_time: 2.058457s | E: 22 | q_time/E: 0.093566s | shuffle time: 0.000253s
Mon Jan 25 21:34:12 2021 | q: 11/31 | q_time: 2.477257s | E: 26 | q_time/E: 0.095279s | shuffle time: 0.000254s
Mon Jan 25 21:34:14 2021 | q: 12/31 | q_time: 2.826413s | E: 30 | q_time/E: 0.094214s | shuffle time: 0.000259s
Mon Jan 25 21:34:18 2021 | q: 13/31 | q_time: 3.252229s | E: 34 | q_time/E: 0.095654s | shuffle time: 0.000257s
Mon Jan 25 21:34:21 2021 | q: 14/31 | q_time: 3.411258s | E: 37 | q_time/E: 0.092196s | shuffle time: 0.000256s
Mon Jan 25 21:34:25 2021 | q: 15/31 | q_time: 3.899178s | E: 40 | q_time/E: 0.097479s | shuffle time: 0.000255s
Mon Jan 25 21:34:29 2021 | q: 16/31 | q_time: 4.271370s | E: 44 | q_time/E: 0.097077s | shuffle time: 0.000303s
Mon Jan 25 21:34:34 2021 | q: 17/31 | q_time: 4.316291s | E: 46 | q_time/E: 0.093832s | shuffle time: 0.000255s
Mon Jan 25 21:34:39 2021 | q: 18/31 | q_time: 5.025622s | E: 49 | q_time/E: 0.102564s | shuffle time: 0.000258s
Mon Jan 25 21:34:44 2021 | q: 19/31 | q_time: 5.136973s | E: 50 | q_time/E: 0.102739s | shuffle time: 0.000257s
Mon Jan 25 21:34:49 2021 | q: 20/31 | q_time: 4.957108s | E: 52 | q_time/E: 0.095329s | shuffle time: 0.000258s
Mon Jan 25 21:34:55 2021 | q: 21/31 | q_time: 5.777556s | E: 53 | q_time/E: 0.109010s | shuffle time: 0.000260s
Mon Jan 25 21:35:02 2021 | q: 22/31 | q_time: 7.254048s | E: 55 | q_time/E: 0.131892s | shuffle time: 0.000259s
Mon Jan 25 21:35:07 2021 | q: 23/31 | q_time: 5.505614s | E: 57 | q_time/E: 0.096590s | shuffle time: 0.000316s
Mon Jan 25 21:35:14 2021 | q: 24/31 | q_time: 6.775343s | E: 60 | q_time/E: 0.112922s | shuffle time: 0.000259s
Mon Jan 25 21:35:20 2021 | q: 25/31 | q_time: 6.050056s | E: 61 | q_time/E: 0.099181s | shuffle time: 0.000258s
Mon Jan 25 21:35:26 2021 | q: 26/31 | q_time: 5.587870s | E: 62 | q_time/E: 0.090127s | shuffle time: 0.000256s
Mon Jan 25 21:35:32 2021 | q: 27/31 | q_time: 6.133026s | E: 64 | q_time/E: 0.095829s | shuffle time: 0.000254s
Mon Jan 25 21:35:43 2021 | q: 28/31 | q_time: 11.647758s | E: 67 | q_time/E: 0.173847s | shuffle time: 0.000258s
Mon Jan 25 21:35:50 2021 | q: 29/31 | q_time: 6.492248s | E: 69 | q_time/E: 0.094091s | shuffle time: 0.000255s
Mon Jan 25 21:35:56 2021 | q: 30/31 | q_time: 6.404661s | E: 70 | q_time/E: 0.091495s | shuffle time: 0.000258s
Mon Jan 25 21:36:03 2021 | q: 31/31 | q_time: 6.904535s | E: 71 | q_time/E: 0.097247s | shuffle time: 0.000254s
