q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.083249 1 0.083249 639938 639937 0
1 31 0.080381 1 0.080381 639938 639937 0
2 31 0.169901 2 0.084950 1280172 957658 322513
3 31 0.345182 4 0.086295 2566713 1593033 973679
4 31 0.535495 6 0.089249 3882861 2346268 1536592
5 31 1.019145 8 0.127393 5136615 2987800 2148814
6 31 1.161854 10 0.116185 6443750 3717988 2725761
7 31 1.242478 13 0.095575 8494793 4615264 3879528
8 31 1.474725 16 0.092170 10273456 5324767 4948688
9 31 1.804327 19 0.094965 12516988 6381854 6135133
10 31 2.103853 22 0.095630 14568234 7300028 7268205
11 31 2.435154 26 0.093660 16917728 8043125 8874602
12 31 2.825281 30 0.094176 19713567 9065724 10647842
13 31 3.156346 34 0.092834 22155408 9849267 12306140
14 31 3.426817 37 0.092617 24171475 10650220 13521254
15 31 4.035462 40 0.100887 28880079 12717460 16162618
16 31 4.506672 44 0.102424 32593968 13966871 18627096
17 31 4.223379 46 0.091813 30074055 12977176 17096878
18 31 4.550239 49 0.092862 32843023 14050459 18792563
19 31 4.556273 50 0.091125 32881668 14220919 18660748
20 31 4.981707 52 0.095802 36410273 15712472 20697800
21 31 5.314096 53 0.100266 39023055 17195622 21827432
22 31 7.491770 55 0.136214 56335655 24586451 31749203
23 31 5.426774 57 0.095207 40099884 17386673 22713210
24 31 6.221975 60 0.103700 46652540 19794850 26857689
25 31 17.820268 61 0.292136 42749604 18189750 24559853
26 31 5.813662 62 0.093769 41770392 17908840 23861551
27 31 5.744951 64 0.089765 41882408 17703658 24178749
28 31 10.050013 67 0.150000 75715236 31520399 44194836
29 31 6.132924 69 0.088883 45204265 18415330 26788934
30 31 6.367071 70 0.090958 47251295 19154046 28097248
31 31 6.379643 71 0.089854 47952168 19244627 28707540
131.481
