run: 810 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Tue Jan 26 00:33:29 2021 | q: 0/31 | q_time: 0.083223s | E: 1 | q_time/E: 0.083223s | shuffle time: 0.000000s
Tue Jan 26 00:33:30 2021 | q: 1/31 | q_time: 0.079817s | E: 1 | q_time/E: 0.079817s | shuffle time: 0.000216s
Tue Jan 26 00:33:30 2021 | q: 2/31 | q_time: 0.168933s | E: 2 | q_time/E: 0.084466s | shuffle time: 0.000239s
Tue Jan 26 00:33:30 2021 | q: 3/31 | q_time: 0.343242s | E: 4 | q_time/E: 0.085810s | shuffle time: 0.000233s
Tue Jan 26 00:33:31 2021 | q: 4/31 | q_time: 0.526573s | E: 6 | q_time/E: 0.087762s | shuffle time: 0.000241s
Tue Jan 26 00:33:31 2021 | q: 5/31 | q_time: 0.726440s | E: 8 | q_time/E: 0.090805s | shuffle time: 0.000247s
Tue Jan 26 00:33:32 2021 | q: 6/31 | q_time: 0.914187s | E: 10 | q_time/E: 0.091419s | shuffle time: 0.000246s
Tue Jan 26 00:33:33 2021 | q: 7/31 | q_time: 1.195900s | E: 13 | q_time/E: 0.091992s | shuffle time: 0.000243s
Tue Jan 26 00:33:35 2021 | q: 8/31 | q_time: 1.469486s | E: 16 | q_time/E: 0.091843s | shuffle time: 0.000247s
Tue Jan 26 00:33:37 2021 | q: 9/31 | q_time: 1.765769s | E: 19 | q_time/E: 0.092935s | shuffle time: 0.000250s
Tue Jan 26 00:33:39 2021 | q: 10/31 | q_time: 2.061015s | E: 22 | q_time/E: 0.093682s | shuffle time: 0.000251s
Tue Jan 26 00:33:41 2021 | q: 11/31 | q_time: 2.420613s | E: 26 | q_time/E: 0.093101s | shuffle time: 0.000253s
Tue Jan 26 00:33:44 2021 | q: 12/31 | q_time: 2.764932s | E: 30 | q_time/E: 0.092164s | shuffle time: 0.000252s
Tue Jan 26 00:33:47 2021 | q: 13/31 | q_time: 3.139391s | E: 34 | q_time/E: 0.092335s | shuffle time: 0.000255s
Tue Jan 26 00:33:50 2021 | q: 14/31 | q_time: 3.394832s | E: 37 | q_time/E: 0.091752s | shuffle time: 0.000253s
Tue Jan 26 00:33:54 2021 | q: 15/31 | q_time: 3.880956s | E: 40 | q_time/E: 0.097024s | shuffle time: 0.000251s
Tue Jan 26 00:33:59 2021 | q: 16/31 | q_time: 4.292459s | E: 44 | q_time/E: 0.097556s | shuffle time: 0.000251s
Tue Jan 26 00:34:03 2021 | q: 17/31 | q_time: 4.242102s | E: 46 | q_time/E: 0.092220s | shuffle time: 0.000253s
Tue Jan 26 00:34:09 2021 | q: 18/31 | q_time: 6.104223s | E: 49 | q_time/E: 0.124576s | shuffle time: 0.000254s
Tue Jan 26 00:34:14 2021 | q: 19/31 | q_time: 4.619331s | E: 50 | q_time/E: 0.092387s | shuffle time: 0.000253s
Tue Jan 26 00:34:19 2021 | q: 20/31 | q_time: 5.208724s | E: 52 | q_time/E: 0.100168s | shuffle time: 0.000255s
Tue Jan 26 00:34:24 2021 | q: 21/31 | q_time: 5.093632s | E: 53 | q_time/E: 0.096106s | shuffle time: 0.000259s
Tue Jan 26 00:34:30 2021 | q: 22/31 | q_time: 6.394239s | E: 55 | q_time/E: 0.116259s | shuffle time: 0.000256s
Tue Jan 26 00:34:36 2021 | q: 23/31 | q_time: 5.251545s | E: 57 | q_time/E: 0.092132s | shuffle time: 0.000257s
Tue Jan 26 00:34:41 2021 | q: 24/31 | q_time: 5.740248s | E: 60 | q_time/E: 0.095671s | shuffle time: 0.000255s
Tue Jan 26 00:34:47 2021 | q: 25/31 | q_time: 5.729954s | E: 61 | q_time/E: 0.093934s | shuffle time: 0.000255s
Tue Jan 26 00:34:53 2021 | q: 26/31 | q_time: 5.746147s | E: 62 | q_time/E: 0.092680s | shuffle time: 0.000254s
Tue Jan 26 00:34:59 2021 | q: 27/31 | q_time: 5.843717s | E: 64 | q_time/E: 0.091308s | shuffle time: 0.000253s
Tue Jan 26 00:35:13 2021 | q: 28/31 | q_time: 14.165901s | E: 67 | q_time/E: 0.211431s | shuffle time: 0.000252s
Tue Jan 26 00:35:19 2021 | q: 29/31 | q_time: 6.082828s | E: 69 | q_time/E: 0.088157s | shuffle time: 0.000252s
Tue Jan 26 00:35:25 2021 | q: 30/31 | q_time: 6.134322s | E: 70 | q_time/E: 0.087633s | shuffle time: 0.000250s
Tue Jan 26 00:35:31 2021 | q: 31/31 | q_time: 6.476136s | E: 71 | q_time/E: 0.091213s | shuffle time: 0.000247s
