q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.092773 1 0.092773 639938 639937 0
1 31 0.088127 1 0.088127 639938 639937 0
2 31 0.183510 2 0.091755 1280756 955960 324795
3 31 0.356672 4 0.089168 2561746 1588267 973478
4 31 0.531079 6 0.088513 3873587 2348716 1524870
5 31 0.725275 8 0.090659 5163846 3001536 2162309
6 31 0.912314 10 0.091231 6420395 3694766 2725628
7 31 1.194894 13 0.091915 8378826 4541580 3837245
8 31 1.482753 16 0.092672 10367298 5399260 4968037
9 31 1.766649 19 0.092982 12288382 6222217 6066164
10 31 2.122981 22 0.096499 14579034 7297457 7281576
11 31 2.522967 26 0.097037 17286290 8234674 9051615
12 31 2.865044 30 0.095501 20088898 9265969 10822928
13 31 3.183717 34 0.093639 22422470 10009089 12413380
14 31 3.399266 37 0.091872 24014595 10645239 13369355
15 31 3.639260 40 0.090981 25897616 11347502 14550113
16 31 4.507095 44 0.102434 32698366 14036805 18661560
17 31 4.393749 46 0.095516 31510422 13639350 17871071
18 31 5.577128 49 0.113819 41052035 17672677 23379357
19 31 9.263017 50 0.185260 37096511 16215247 20881263
20 31 6.181427 52 0.118874 45679358 19860454 25818903
21 31 4.893096 53 0.092323 35806104 15682119 20123984
22 31 6.964022 55 0.126619 46593961 20269953 26324007
23 31 5.367536 57 0.094167 39774857 17176197 22598659
24 31 5.660630 60 0.094344 42369512 17873194 24496317
25 31 5.566071 61 0.091247 40022284 16985733 23036550
26 31 5.784782 62 0.093303 42096905 18005619 24091285
27 31 5.778443 64 0.090288 42276248 17886974 24389273
28 31 10.321999 67 0.154060 78129153 32510483 45618669
29 31 6.390765 69 0.092620 47373422 19422135 27951286
30 31 6.226584 70 0.088951 46304795 18718661 27586133
31 31 6.501076 71 0.091564 49087224 19605295 29481928
124.445
