run: 902 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Tue Jan 26 03:48:15 2021 | q: 0/31 | q_time: 0.083191s | E: 1 | q_time/E: 0.083191s | shuffle time: 0.000000s
Tue Jan 26 03:48:15 2021 | q: 1/31 | q_time: 0.080132s | E: 1 | q_time/E: 0.080132s | shuffle time: 0.000215s
Tue Jan 26 03:48:15 2021 | q: 2/31 | q_time: 0.169431s | E: 2 | q_time/E: 0.084715s | shuffle time: 0.000240s
Tue Jan 26 03:48:15 2021 | q: 3/31 | q_time: 0.346107s | E: 4 | q_time/E: 0.086527s | shuffle time: 0.000231s
Tue Jan 26 03:48:16 2021 | q: 4/31 | q_time: 0.530164s | E: 6 | q_time/E: 0.088361s | shuffle time: 0.000243s
Tue Jan 26 03:48:17 2021 | q: 5/31 | q_time: 0.723045s | E: 8 | q_time/E: 0.090381s | shuffle time: 0.000244s
Tue Jan 26 03:48:18 2021 | q: 6/31 | q_time: 0.909760s | E: 10 | q_time/E: 0.090976s | shuffle time: 0.000245s
Tue Jan 26 03:48:19 2021 | q: 7/31 | q_time: 1.213491s | E: 13 | q_time/E: 0.093345s | shuffle time: 0.000245s
Tue Jan 26 03:48:20 2021 | q: 8/31 | q_time: 1.485938s | E: 16 | q_time/E: 0.092871s | shuffle time: 0.000247s
Tue Jan 26 03:48:22 2021 | q: 9/31 | q_time: 1.793609s | E: 19 | q_time/E: 0.094400s | shuffle time: 0.000252s
Tue Jan 26 03:48:24 2021 | q: 10/31 | q_time: 2.054333s | E: 22 | q_time/E: 0.093379s | shuffle time: 0.000252s
Tue Jan 26 03:48:27 2021 | q: 11/31 | q_time: 2.477981s | E: 26 | q_time/E: 0.095307s | shuffle time: 0.000252s
Tue Jan 26 03:48:29 2021 | q: 12/31 | q_time: 2.825182s | E: 30 | q_time/E: 0.094173s | shuffle time: 0.000254s
Tue Jan 26 03:48:33 2021 | q: 13/31 | q_time: 3.141946s | E: 34 | q_time/E: 0.092410s | shuffle time: 0.000255s
Tue Jan 26 03:48:36 2021 | q: 14/31 | q_time: 3.485375s | E: 37 | q_time/E: 0.094199s | shuffle time: 0.000256s
Tue Jan 26 03:48:40 2021 | q: 15/31 | q_time: 3.678075s | E: 40 | q_time/E: 0.091952s | shuffle time: 0.000251s
Tue Jan 26 03:48:44 2021 | q: 16/31 | q_time: 4.492684s | E: 44 | q_time/E: 0.102106s | shuffle time: 0.000252s
Tue Jan 26 03:48:48 2021 | q: 17/31 | q_time: 4.246576s | E: 46 | q_time/E: 0.092317s | shuffle time: 0.000255s
Tue Jan 26 03:48:54 2021 | q: 18/31 | q_time: 5.748708s | E: 49 | q_time/E: 0.117321s | shuffle time: 0.000256s
Tue Jan 26 03:48:59 2021 | q: 19/31 | q_time: 4.589299s | E: 50 | q_time/E: 0.091786s | shuffle time: 0.000254s
Tue Jan 26 03:49:04 2021 | q: 20/31 | q_time: 5.487269s | E: 52 | q_time/E: 0.105524s | shuffle time: 0.000256s
Tue Jan 26 03:49:09 2021 | q: 21/31 | q_time: 4.909616s | E: 53 | q_time/E: 0.092634s | shuffle time: 0.000257s
Tue Jan 26 03:49:15 2021 | q: 22/31 | q_time: 6.146967s | E: 55 | q_time/E: 0.111763s | shuffle time: 0.000259s
Tue Jan 26 03:49:20 2021 | q: 23/31 | q_time: 5.090774s | E: 57 | q_time/E: 0.089312s | shuffle time: 0.000257s
Tue Jan 26 03:49:26 2021 | q: 24/31 | q_time: 5.438375s | E: 60 | q_time/E: 0.090640s | shuffle time: 0.000256s
Tue Jan 26 03:49:32 2021 | q: 25/31 | q_time: 5.851141s | E: 61 | q_time/E: 0.095920s | shuffle time: 0.000258s
Tue Jan 26 03:49:38 2021 | q: 26/31 | q_time: 5.909554s | E: 62 | q_time/E: 0.095315s | shuffle time: 0.000254s
Tue Jan 26 03:49:44 2021 | q: 27/31 | q_time: 5.952891s | E: 64 | q_time/E: 0.093014s | shuffle time: 0.000254s
Tue Jan 26 03:49:57 2021 | q: 28/31 | q_time: 13.411506s | E: 67 | q_time/E: 0.200172s | shuffle time: 0.000254s
Tue Jan 26 03:50:03 2021 | q: 29/31 | q_time: 6.191902s | E: 69 | q_time/E: 0.089738s | shuffle time: 0.000251s
Tue Jan 26 03:50:09 2021 | q: 30/31 | q_time: 6.271349s | E: 70 | q_time/E: 0.089591s | shuffle time: 0.000250s
Tue Jan 26 03:50:16 2021 | q: 31/31 | q_time: 6.228535s | E: 71 | q_time/E: 0.087726s | shuffle time: 0.000247s
