run: 718 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 21:19:06 2021 | q: 0/31 | q_time: 0.207620s | E: 1 | q_time/E: 0.207620s | shuffle time: 0.000000s
Mon Jan 25 21:19:06 2021 | q: 1/31 | q_time: 0.179671s | E: 1 | q_time/E: 0.179671s | shuffle time: 0.000533s
Mon Jan 25 21:19:07 2021 | q: 2/31 | q_time: 0.399275s | E: 2 | q_time/E: 0.199637s | shuffle time: 0.000594s
Mon Jan 25 21:19:07 2021 | q: 3/31 | q_time: 0.762722s | E: 4 | q_time/E: 0.190681s | shuffle time: 0.000575s
Mon Jan 25 21:19:08 2021 | q: 4/31 | q_time: 1.024929s | E: 6 | q_time/E: 0.170821s | shuffle time: 0.000591s
Mon Jan 25 21:19:09 2021 | q: 5/31 | q_time: 1.144095s | E: 8 | q_time/E: 0.143012s | shuffle time: 0.000493s
Mon Jan 25 21:19:11 2021 | q: 6/31 | q_time: 1.143920s | E: 10 | q_time/E: 0.114392s | shuffle time: 0.000393s
Mon Jan 25 21:19:12 2021 | q: 7/31 | q_time: 1.273834s | E: 13 | q_time/E: 0.097987s | shuffle time: 0.000330s
Mon Jan 25 21:19:13 2021 | q: 8/31 | q_time: 1.505590s | E: 16 | q_time/E: 0.094099s | shuffle time: 0.000247s
Mon Jan 25 21:19:15 2021 | q: 9/31 | q_time: 1.776591s | E: 19 | q_time/E: 0.093505s | shuffle time: 0.000251s
Mon Jan 25 21:19:17 2021 | q: 10/31 | q_time: 2.066587s | E: 22 | q_time/E: 0.093936s | shuffle time: 0.000251s
Mon Jan 25 21:19:20 2021 | q: 11/31 | q_time: 2.421753s | E: 26 | q_time/E: 0.093144s | shuffle time: 0.000251s
Mon Jan 25 21:19:22 2021 | q: 12/31 | q_time: 2.774668s | E: 30 | q_time/E: 0.092489s | shuffle time: 0.000253s
Mon Jan 25 21:19:26 2021 | q: 13/31 | q_time: 3.189988s | E: 34 | q_time/E: 0.093823s | shuffle time: 0.000254s
Mon Jan 25 21:19:29 2021 | q: 14/31 | q_time: 3.477460s | E: 37 | q_time/E: 0.093985s | shuffle time: 0.000260s
Mon Jan 25 21:19:33 2021 | q: 15/31 | q_time: 3.866766s | E: 40 | q_time/E: 0.096669s | shuffle time: 0.000254s
Mon Jan 25 21:19:40 2021 | q: 16/31 | q_time: 7.007461s | E: 44 | q_time/E: 0.159260s | shuffle time: 0.000250s
Mon Jan 25 21:19:44 2021 | q: 17/31 | q_time: 4.422639s | E: 46 | q_time/E: 0.096144s | shuffle time: 0.000329s
Mon Jan 25 21:19:50 2021 | q: 18/31 | q_time: 5.658802s | E: 49 | q_time/E: 0.115486s | shuffle time: 0.000254s
Mon Jan 25 21:19:55 2021 | q: 19/31 | q_time: 4.794974s | E: 50 | q_time/E: 0.095899s | shuffle time: 0.000255s
Mon Jan 25 21:20:01 2021 | q: 20/31 | q_time: 6.375367s | E: 52 | q_time/E: 0.122603s | shuffle time: 0.000254s
Mon Jan 25 21:20:06 2021 | q: 21/31 | q_time: 4.875067s | E: 53 | q_time/E: 0.091982s | shuffle time: 0.000256s
Mon Jan 25 21:20:12 2021 | q: 22/31 | q_time: 5.633787s | E: 55 | q_time/E: 0.102432s | shuffle time: 0.000256s
Mon Jan 25 21:20:17 2021 | q: 23/31 | q_time: 5.181728s | E: 57 | q_time/E: 0.090908s | shuffle time: 0.000255s
Mon Jan 25 21:20:23 2021 | q: 24/31 | q_time: 5.843782s | E: 60 | q_time/E: 0.097396s | shuffle time: 0.000256s
Mon Jan 25 21:20:29 2021 | q: 25/31 | q_time: 6.543025s | E: 61 | q_time/E: 0.107263s | shuffle time: 0.000254s
Mon Jan 25 21:20:35 2021 | q: 26/31 | q_time: 5.618945s | E: 62 | q_time/E: 0.090628s | shuffle time: 0.000255s
Mon Jan 25 21:20:41 2021 | q: 27/31 | q_time: 5.807122s | E: 64 | q_time/E: 0.090736s | shuffle time: 0.000255s
Mon Jan 25 21:20:54 2021 | q: 28/31 | q_time: 12.883411s | E: 67 | q_time/E: 0.192290s | shuffle time: 0.000250s
Mon Jan 25 21:21:00 2021 | q: 29/31 | q_time: 6.156045s | E: 69 | q_time/E: 0.089218s | shuffle time: 0.000250s
Mon Jan 25 21:21:06 2021 | q: 30/31 | q_time: 6.456690s | E: 70 | q_time/E: 0.092238s | shuffle time: 0.000248s
Mon Jan 25 21:21:13 2021 | q: 31/31 | q_time: 6.421505s | E: 71 | q_time/E: 0.090444s | shuffle time: 0.000246s
