run: 2 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Sun Jan 24 19:37:04 2021 | q: 0/31 | q_time: 0.084918s | E: 1 | q_time/E: 0.084918s | shuffle time: 0.000000s
Sun Jan 24 19:37:04 2021 | q: 1/31 | q_time: 0.079882s | E: 1 | q_time/E: 0.079882s | shuffle time: 0.000216s
Sun Jan 24 19:37:04 2021 | q: 2/31 | q_time: 0.169054s | E: 2 | q_time/E: 0.084527s | shuffle time: 0.000239s
Sun Jan 24 19:37:05 2021 | q: 3/31 | q_time: 0.344090s | E: 4 | q_time/E: 0.086023s | shuffle time: 0.000235s
Sun Jan 24 19:37:05 2021 | q: 4/31 | q_time: 0.529586s | E: 6 | q_time/E: 0.088264s | shuffle time: 0.000242s
Sun Jan 24 19:37:06 2021 | q: 5/31 | q_time: 0.720333s | E: 8 | q_time/E: 0.090042s | shuffle time: 0.000245s
Sun Jan 24 19:37:07 2021 | q: 6/31 | q_time: 0.920351s | E: 10 | q_time/E: 0.092035s | shuffle time: 0.000247s
Sun Jan 24 19:37:08 2021 | q: 7/31 | q_time: 1.186276s | E: 13 | q_time/E: 0.091252s | shuffle time: 0.000245s
Sun Jan 24 19:37:09 2021 | q: 8/31 | q_time: 1.479568s | E: 16 | q_time/E: 0.092473s | shuffle time: 0.000250s
Sun Jan 24 19:37:11 2021 | q: 9/31 | q_time: 1.772044s | E: 19 | q_time/E: 0.093265s | shuffle time: 0.000251s
Sun Jan 24 19:37:13 2021 | q: 10/31 | q_time: 2.043428s | E: 22 | q_time/E: 0.092883s | shuffle time: 0.000253s
Sun Jan 24 19:37:16 2021 | q: 11/31 | q_time: 2.408610s | E: 26 | q_time/E: 0.092639s | shuffle time: 0.000253s
Sun Jan 24 19:37:27 2021 | q: 12/31 | q_time: 11.025593s | E: 30 | q_time/E: 0.367520s | shuffle time: 0.000254s
Sun Jan 24 19:37:31 2021 | q: 13/31 | q_time: 4.120496s | E: 34 | q_time/E: 0.121191s | shuffle time: 0.000658s
Sun Jan 24 19:37:34 2021 | q: 14/31 | q_time: 3.442578s | E: 37 | q_time/E: 0.093043s | shuffle time: 0.000255s
Sun Jan 24 19:37:38 2021 | q: 15/31 | q_time: 3.773161s | E: 40 | q_time/E: 0.094329s | shuffle time: 0.000254s
Sun Jan 24 19:37:42 2021 | q: 16/31 | q_time: 4.546122s | E: 44 | q_time/E: 0.103321s | shuffle time: 0.000250s
Sun Jan 24 19:37:50 2021 | q: 17/31 | q_time: 7.234151s | E: 46 | q_time/E: 0.157264s | shuffle time: 0.000255s
Sun Jan 24 19:37:54 2021 | q: 18/31 | q_time: 4.554028s | E: 49 | q_time/E: 0.092939s | shuffle time: 0.000255s
Sun Jan 24 19:37:59 2021 | q: 19/31 | q_time: 4.923337s | E: 50 | q_time/E: 0.098467s | shuffle time: 0.000258s
Sun Jan 24 19:38:05 2021 | q: 20/31 | q_time: 5.773597s | E: 52 | q_time/E: 0.111031s | shuffle time: 0.000258s
Sun Jan 24 19:38:11 2021 | q: 21/31 | q_time: 5.840659s | E: 53 | q_time/E: 0.110201s | shuffle time: 0.000258s
Sun Jan 24 19:38:16 2021 | q: 22/31 | q_time: 5.254563s | E: 55 | q_time/E: 0.095538s | shuffle time: 0.000259s
Sun Jan 24 19:38:21 2021 | q: 23/31 | q_time: 5.067121s | E: 57 | q_time/E: 0.088897s | shuffle time: 0.000258s
Sun Jan 24 19:38:28 2021 | q: 24/31 | q_time: 6.457409s | E: 60 | q_time/E: 0.107623s | shuffle time: 0.000255s
Sun Jan 24 19:38:33 2021 | q: 25/31 | q_time: 5.853990s | E: 61 | q_time/E: 0.095967s | shuffle time: 0.000256s
Sun Jan 24 19:38:45 2021 | q: 26/31 | q_time: 11.618382s | E: 62 | q_time/E: 0.187393s | shuffle time: 0.000254s
Sun Jan 24 19:38:51 2021 | q: 27/31 | q_time: 6.101766s | E: 64 | q_time/E: 0.095340s | shuffle time: 0.000328s
Sun Jan 24 19:39:02 2021 | q: 28/31 | q_time: 11.040956s | E: 67 | q_time/E: 0.164790s | shuffle time: 0.000252s
Sun Jan 24 19:39:09 2021 | q: 29/31 | q_time: 6.544221s | E: 69 | q_time/E: 0.094844s | shuffle time: 0.000251s
Sun Jan 24 19:39:15 2021 | q: 30/31 | q_time: 6.217127s | E: 70 | q_time/E: 0.088816s | shuffle time: 0.000251s
Sun Jan 24 19:39:21 2021 | q: 31/31 | q_time: 6.399757s | E: 71 | q_time/E: 0.090137s | shuffle time: 0.000247s
