q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.082967 1 0.082967 639938 639937 0
1 31 0.080114 1 0.080114 639938 639937 0
2 31 0.169645 2 0.084822 1281667 957427 324239
3 31 0.344810 4 0.086203 2568068 1595927 972140
4 31 0.528824 6 0.088137 3846642 2324660 1521981
5 31 0.724494 8 0.090562 5155211 2990347 2164863
6 31 0.912628 10 0.091263 6424461 3696562 2727898
7 31 1.196777 13 0.092060 8407368 4562079 3845288
8 31 1.484966 16 0.092810 10384862 5388644 4996217
9 31 1.789400 19 0.094179 12458525 6330580 6127944
10 31 2.044143 22 0.092916 14168899 7035344 7133554
11 31 2.451998 26 0.094308 17099230 8146201 8953028
12 31 2.805504 30 0.093517 19642597 9043166 10599430
13 31 3.164858 34 0.093084 22289669 9922896 12366772
14 31 3.462104 37 0.093570 24520593 10890017 13630575
15 31 3.678547 40 0.091964 26209407 11521511 14687895
16 31 4.156732 44 0.094471 29999118 12837934 17161183
17 31 4.295913 46 0.093389 30776030 13352720 17423309
18 31 6.535700 49 0.133382 48610493 20973695 27636797
19 31 4.992829 50 0.099857 36445387 15936413 20508973
20 31 6.889853 52 0.132497 51563102 22528139 29034962
21 31 7.020123 53 0.132455 42151512 18391861 23759650
22 31 12.016284 55 0.218478 43782308 19024885 24757422
23 31 5.265995 57 0.092386 39085645 16859568 22226076
24 31 6.053372 60 0.100890 45577804 19221575 26356228
25 31 5.576028 61 0.091410 40213706 17058260 23155445
26 31 5.746310 62 0.092682 41892581 17982412 23910168
27 31 5.810969 64 0.090796 42622948 18140382 24482565
28 31 8.947412 67 0.133543 67458257 28046245 39412011
29 31 6.196812 69 0.089809 45967038 18767790 27199247
30 31 6.689771 70 0.095568 50068522 20339212 29729309
31 31 6.598803 71 0.092941 49964122 20112311 29851810
127.715
