run: 934 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Tue Jan 26 04:55:43 2021 | q: 0/31 | q_time: 0.082531s | E: 1 | q_time/E: 0.082531s | shuffle time: 0.000000s
Tue Jan 26 04:55:43 2021 | q: 1/31 | q_time: 0.079765s | E: 1 | q_time/E: 0.079765s | shuffle time: 0.000214s
Tue Jan 26 04:55:43 2021 | q: 2/31 | q_time: 0.168900s | E: 2 | q_time/E: 0.084450s | shuffle time: 0.000242s
Tue Jan 26 04:55:43 2021 | q: 3/31 | q_time: 0.345300s | E: 4 | q_time/E: 0.086325s | shuffle time: 0.000231s
Tue Jan 26 04:55:44 2021 | q: 4/31 | q_time: 0.527132s | E: 6 | q_time/E: 0.087855s | shuffle time: 0.000243s
Tue Jan 26 04:55:45 2021 | q: 5/31 | q_time: 0.721165s | E: 8 | q_time/E: 0.090146s | shuffle time: 0.000248s
Tue Jan 26 04:55:46 2021 | q: 6/31 | q_time: 0.918718s | E: 10 | q_time/E: 0.091872s | shuffle time: 0.000245s
Tue Jan 26 04:55:47 2021 | q: 7/31 | q_time: 1.188951s | E: 13 | q_time/E: 0.091458s | shuffle time: 0.000243s
Tue Jan 26 04:55:48 2021 | q: 8/31 | q_time: 1.478967s | E: 16 | q_time/E: 0.092435s | shuffle time: 0.000248s
Tue Jan 26 04:55:50 2021 | q: 9/31 | q_time: 1.767341s | E: 19 | q_time/E: 0.093018s | shuffle time: 0.000249s
Tue Jan 26 04:55:52 2021 | q: 10/31 | q_time: 2.057165s | E: 22 | q_time/E: 0.093507s | shuffle time: 0.000253s
Tue Jan 26 04:55:54 2021 | q: 11/31 | q_time: 2.407443s | E: 26 | q_time/E: 0.092594s | shuffle time: 0.000252s
Tue Jan 26 04:55:57 2021 | q: 12/31 | q_time: 2.766209s | E: 30 | q_time/E: 0.092207s | shuffle time: 0.000251s
Tue Jan 26 04:56:00 2021 | q: 13/31 | q_time: 3.169348s | E: 34 | q_time/E: 0.093216s | shuffle time: 0.000254s
Tue Jan 26 04:56:04 2021 | q: 14/31 | q_time: 3.380943s | E: 37 | q_time/E: 0.091377s | shuffle time: 0.000254s
Tue Jan 26 04:56:07 2021 | q: 15/31 | q_time: 3.716032s | E: 40 | q_time/E: 0.092901s | shuffle time: 0.000254s
Tue Jan 26 04:56:12 2021 | q: 16/31 | q_time: 4.225856s | E: 44 | q_time/E: 0.096042s | shuffle time: 0.000252s
Tue Jan 26 04:56:16 2021 | q: 17/31 | q_time: 4.490107s | E: 46 | q_time/E: 0.097611s | shuffle time: 0.000253s
Tue Jan 26 04:56:23 2021 | q: 18/31 | q_time: 7.048771s | E: 49 | q_time/E: 0.143852s | shuffle time: 0.000254s
Tue Jan 26 04:56:28 2021 | q: 19/31 | q_time: 4.550395s | E: 50 | q_time/E: 0.091008s | shuffle time: 0.000255s
Tue Jan 26 04:56:33 2021 | q: 20/31 | q_time: 5.701659s | E: 52 | q_time/E: 0.109647s | shuffle time: 0.000255s
Tue Jan 26 04:56:38 2021 | q: 21/31 | q_time: 4.823976s | E: 53 | q_time/E: 0.091018s | shuffle time: 0.000255s
Tue Jan 26 04:56:45 2021 | q: 22/31 | q_time: 6.434089s | E: 55 | q_time/E: 0.116983s | shuffle time: 0.000257s
Tue Jan 26 04:56:50 2021 | q: 23/31 | q_time: 5.354702s | E: 57 | q_time/E: 0.093942s | shuffle time: 0.000255s
Tue Jan 26 04:56:56 2021 | q: 24/31 | q_time: 5.908129s | E: 60 | q_time/E: 0.098469s | shuffle time: 0.000256s
Tue Jan 26 04:57:02 2021 | q: 25/31 | q_time: 6.043473s | E: 61 | q_time/E: 0.099073s | shuffle time: 0.000255s
Tue Jan 26 04:57:08 2021 | q: 26/31 | q_time: 5.583092s | E: 62 | q_time/E: 0.090050s | shuffle time: 0.000254s
Tue Jan 26 04:57:14 2021 | q: 27/31 | q_time: 6.143534s | E: 64 | q_time/E: 0.095993s | shuffle time: 0.000251s
Tue Jan 26 04:57:27 2021 | q: 28/31 | q_time: 12.790109s | E: 67 | q_time/E: 0.190897s | shuffle time: 0.000251s
Tue Jan 26 04:57:33 2021 | q: 29/31 | q_time: 6.214833s | E: 69 | q_time/E: 0.090070s | shuffle time: 0.000250s
Tue Jan 26 04:57:39 2021 | q: 30/31 | q_time: 6.280342s | E: 70 | q_time/E: 0.089719s | shuffle time: 0.000248s
Tue Jan 26 04:57:46 2021 | q: 31/31 | q_time: 6.519896s | E: 71 | q_time/E: 0.091830s | shuffle time: 0.000246s
