run: 762 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 22:53:40 2021 | q: 0/31 | q_time: 0.082951s | E: 1 | q_time/E: 0.082951s | shuffle time: 0.000000s
Mon Jan 25 22:53:40 2021 | q: 1/31 | q_time: 0.079865s | E: 1 | q_time/E: 0.079865s | shuffle time: 0.000218s
Mon Jan 25 22:53:40 2021 | q: 2/31 | q_time: 0.168828s | E: 2 | q_time/E: 0.084414s | shuffle time: 0.000241s
Mon Jan 25 22:53:41 2021 | q: 3/31 | q_time: 0.343515s | E: 4 | q_time/E: 0.085879s | shuffle time: 0.000235s
Mon Jan 25 22:53:41 2021 | q: 4/31 | q_time: 0.527726s | E: 6 | q_time/E: 0.087954s | shuffle time: 0.000243s
Mon Jan 25 22:53:42 2021 | q: 5/31 | q_time: 0.719488s | E: 8 | q_time/E: 0.089936s | shuffle time: 0.000247s
Mon Jan 25 22:53:43 2021 | q: 6/31 | q_time: 0.908034s | E: 10 | q_time/E: 0.090803s | shuffle time: 0.000248s
Mon Jan 25 22:53:44 2021 | q: 7/31 | q_time: 1.204956s | E: 13 | q_time/E: 0.092689s | shuffle time: 0.000247s
Mon Jan 25 22:53:46 2021 | q: 8/31 | q_time: 1.516714s | E: 16 | q_time/E: 0.094795s | shuffle time: 0.000249s
Mon Jan 25 22:53:47 2021 | q: 9/31 | q_time: 1.772687s | E: 19 | q_time/E: 0.093299s | shuffle time: 0.000251s
Mon Jan 25 22:53:49 2021 | q: 10/31 | q_time: 2.062101s | E: 22 | q_time/E: 0.093732s | shuffle time: 0.000253s
Mon Jan 25 22:53:52 2021 | q: 11/31 | q_time: 2.428809s | E: 26 | q_time/E: 0.093416s | shuffle time: 0.000255s
Mon Jan 25 22:53:55 2021 | q: 12/31 | q_time: 2.806668s | E: 30 | q_time/E: 0.093556s | shuffle time: 0.000254s
Mon Jan 25 22:53:58 2021 | q: 13/31 | q_time: 3.111644s | E: 34 | q_time/E: 0.091519s | shuffle time: 0.000256s
Mon Jan 25 22:54:01 2021 | q: 14/31 | q_time: 3.489458s | E: 37 | q_time/E: 0.094310s | shuffle time: 0.000257s
Mon Jan 25 22:54:05 2021 | q: 15/31 | q_time: 3.841765s | E: 40 | q_time/E: 0.096044s | shuffle time: 0.000255s
Mon Jan 25 22:54:10 2021 | q: 16/31 | q_time: 4.481115s | E: 44 | q_time/E: 0.101844s | shuffle time: 0.000253s
Mon Jan 25 22:54:14 2021 | q: 17/31 | q_time: 4.243953s | E: 46 | q_time/E: 0.092260s | shuffle time: 0.000256s
Mon Jan 25 22:54:19 2021 | q: 18/31 | q_time: 5.372475s | E: 49 | q_time/E: 0.109642s | shuffle time: 0.000257s
Mon Jan 25 22:54:24 2021 | q: 19/31 | q_time: 4.682728s | E: 50 | q_time/E: 0.093655s | shuffle time: 0.000255s
Mon Jan 25 22:54:30 2021 | q: 20/31 | q_time: 6.447055s | E: 52 | q_time/E: 0.123982s | shuffle time: 0.000258s
Mon Jan 25 22:54:35 2021 | q: 21/31 | q_time: 5.051493s | E: 53 | q_time/E: 0.095311s | shuffle time: 0.000258s
Mon Jan 25 22:54:42 2021 | q: 22/31 | q_time: 6.830380s | E: 55 | q_time/E: 0.124189s | shuffle time: 0.000261s
Mon Jan 25 22:54:48 2021 | q: 23/31 | q_time: 5.285710s | E: 57 | q_time/E: 0.092732s | shuffle time: 0.000259s
Mon Jan 25 22:54:53 2021 | q: 24/31 | q_time: 5.668495s | E: 60 | q_time/E: 0.094475s | shuffle time: 0.000259s
Mon Jan 25 22:54:59 2021 | q: 25/31 | q_time: 5.818597s | E: 61 | q_time/E: 0.095387s | shuffle time: 0.000257s
Mon Jan 25 22:55:05 2021 | q: 26/31 | q_time: 6.369658s | E: 62 | q_time/E: 0.102736s | shuffle time: 0.000257s
Mon Jan 25 22:55:11 2021 | q: 27/31 | q_time: 5.948765s | E: 64 | q_time/E: 0.092949s | shuffle time: 0.000253s
Mon Jan 25 22:55:23 2021 | q: 28/31 | q_time: 11.971461s | E: 67 | q_time/E: 0.178679s | shuffle time: 0.000253s
Mon Jan 25 22:55:30 2021 | q: 29/31 | q_time: 6.416137s | E: 69 | q_time/E: 0.092987s | shuffle time: 0.000254s
Mon Jan 25 22:55:36 2021 | q: 30/31 | q_time: 6.471060s | E: 70 | q_time/E: 0.092444s | shuffle time: 0.000252s
Mon Jan 25 22:55:43 2021 | q: 31/31 | q_time: 6.356401s | E: 71 | q_time/E: 0.089527s | shuffle time: 0.000273s
