q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.085967 1 0.085967 639938 639937 0
1 31 0.080909 1 0.080909 639938 639937 0
2 31 0.172252 2 0.086126 1280747 957310 323436
3 31 0.348678 4 0.087169 2569912 1588753 981158
4 31 0.536802 6 0.089467 3856388 2323682 1532705
5 31 0.730061 8 0.091258 5137925 2985383 2152541
6 31 0.923921 10 0.092392 6437134 3697928 2739205
7 31 1.225418 13 0.094263 8522431 4624834 3897596
8 31 1.523393 16 0.095212 10533194 5497734 5035459
9 31 1.811322 19 0.095333 12462916 6337366 6125549
10 31 2.075213 22 0.094328 14206888 7081549 7125338
11 31 2.434163 26 0.093622 16740342 7931283 8809058
12 31 2.828808 30 0.094294 19582808 8985690 10597117
13 31 3.173501 34 0.093338 22076872 9804306 12272565
14 31 3.499296 37 0.094576 24487606 10851899 13635706
15 31 3.866882 40 0.096672 27318506 12027556 15290949
16 31 4.362903 44 0.099157 31228931 13200395 18028535
17 31 4.479970 46 0.097391 31822156 13753120 18069035
18 31 5.539859 49 0.113058 40330248 17273571 23056676
19 31 4.724732 50 0.094495 33989361 14704969 19284391
20 31 6.577690 52 0.126494 48605378 21102166 27503211
21 31 4.794097 53 0.090455 34699473 15167035 19532437
22 31 6.621090 55 0.120383 49089422 21531910 27557511
23 31 5.202316 57 0.091269 38070941 16444489 21626451
24 31 6.066859 60 0.101114 45121111 19150717 25970393
25 31 5.870074 61 0.096231 41977423 17921769 24055653
26 31 5.710667 62 0.092108 41141326 17628631 23512694
27 31 5.783859 64 0.090373 41928827 17716518 24212308
28 31 12.078971 67 0.180283 91099914 37925360 53174553
29 31 6.400231 69 0.092757 47006222 19241078 27765143
30 31 6.294612 70 0.089923 46402563 18895472 27507090
31 31 6.381351 71 0.089878 47670414 19107585 28562828
122.206
