q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.084932 1 0.084932 639938 639937 0
1 31 0.079974 1 0.079974 639938 639937 0
2 31 0.169389 2 0.084694 1281612 960399 321212
3 31 0.345510 4 0.086377 2571907 1598209 973697
4 31 0.530145 6 0.088357 3859040 2330821 1528218
5 31 0.722411 8 0.090301 5137302 2975500 2161801
6 31 0.917546 10 0.091755 6462616 3738869 2723746
7 31 1.193967 13 0.091844 8387045 4539794 3847250
8 31 1.486874 16 0.092930 10384046 5341650 5042395
9 31 1.767688 19 0.093036 12281242 6206269 6074972
10 31 2.062061 22 0.093730 14281716 7119401 7162314
11 31 2.439170 26 0.093814 16971376 8039314 8932061
12 31 2.792106 30 0.093070 19568398 8951671 10616726
13 31 3.185949 34 0.093704 22487563 10011532 12476030
14 31 3.393983 37 0.091729 24036261 10536173 13500087
15 31 3.676208 40 0.091905 26224172 11558038 14666133
16 31 4.020225 44 0.091369 28978709 12388387 16590321
17 31 4.374079 46 0.095089 31438601 13572932 17865668
18 31 5.537339 49 0.113007 40874341 17533540 23340800
19 31 5.124169 50 0.102483 37594514 16193116 21401397
20 31 6.889755 52 0.132495 51705002 22521022 29183979
21 31 4.976721 53 0.093900 36621203 16090629 20530573
22 31 5.680547 55 0.103283 42343128 18380310 23962817
23 31 5.382442 57 0.094429 40054076 17335586 22718489
24 31 5.665243 60 0.094421 42568921 17944450 24624470
25 31 5.614134 61 0.092035 40606817 17227320 23379496
26 31 5.589633 62 0.090155 40782927 17407076 23375850
27 31 5.881077 64 0.091892 43202900 18299529 24903370
28 31 10.839199 67 0.161779 82414636 34172385 48242250
29 31 6.043193 69 0.087583 44798464 18198965 26599498
30 31 6.425716 70 0.091796 48031137 19424612 28606524
31 31 6.464102 71 0.091044 48928996 19747385 29181610
119.356
