q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.083033 1 0.083033 639938 639937 0
1 31 0.079944 1 0.079944 639938 639937 0
2 31 0.169189 2 0.084595 1280372 956893 323478
3 31 0.345891 4 0.086473 2579253 1607090 972162
4 31 0.528586 6 0.088098 3847666 2318615 1529050
5 31 0.723451 8 0.090431 5145675 2979600 2166074
6 31 0.912068 10 0.091207 6426597 3701210 2725386
7 31 1.189826 13 0.091525 8367719 4524540 3843178
8 31 1.476720 16 0.092295 10327199 5369806 4957392
9 31 1.824168 19 0.096009 12713627 6499806 6213820
10 31 2.055383 22 0.093426 14252386 7052587 7199798
11 31 2.414765 26 0.092876 16818443 7997947 8820495
12 31 2.787982 30 0.092933 19502040 8938724 10563315
13 31 3.224402 34 0.094835 22735614 10188659 12546954
14 31 3.391370 37 0.091659 23981124 10594426 13386697
15 31 3.760975 40 0.094024 26837832 11822260 15015571
16 31 4.468765 44 0.101563 32420444 13847967 18572476
17 31 6.336795 46 0.137756 30761935 13329629 17432305
18 31 5.547784 49 0.113220 40910799 17597269 23313529
19 31 4.680352 50 0.093607 34003520 14791457 19212062
20 31 6.465338 52 0.124333 48248484 20945444 27303039
21 31 4.920716 53 0.092844 36100293 15822784 20277508
22 31 4.935933 55 0.089744 36302850 15743007 20559842
23 31 5.396844 57 0.094681 40048580 17338278 22710301
24 31 6.268475 60 0.104475 47257810 20081127 27176682
25 31 5.691973 61 0.093311 41080473 17446195 23634277
26 31 5.889056 62 0.094985 42959115 18483414 24475700
27 31 5.645718 64 0.088214 41317196 17358075 23959120
28 31 12.185268 67 0.181870 92870179 38729952 54140226
29 31 6.243123 69 0.090480 46287656 18885245 27402410
30 31 6.154989 70 0.087928 45804142 18524541 27279600
31 31 6.458160 71 0.090960 48800207 19561563 29238643
122.257
