q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.083130 1 0.083130 639938 639937 0
1 31 0.080148 1 0.080148 639938 639937 0
2 31 0.169780 2 0.084890 1280138 956498 323639
3 31 0.344978 4 0.086245 2567674 1593589 974084
4 31 0.530078 6 0.088346 3848894 2331029 1517864
5 31 0.730692 8 0.091337 5183432 3008969 2174462
6 31 0.913906 10 0.091391 6426209 3711717 2714491
7 31 1.225522 13 0.094271 8602991 4682035 3920955
8 31 1.559080 16 0.097443 10914015 5686635 5227379
9 31 1.795511 19 0.094501 12475245 6352745 6122499
10 31 2.090421 22 0.095019 14470469 7228751 7241717
11 31 2.474903 26 0.095189 17249626 8221194 9028431
12 31 2.811268 30 0.093709 19695319 9018339 10676979
13 31 3.174326 34 0.093363 22343466 9889236 12454229
14 31 3.447075 37 0.093164 24412461 10807068 13605392
15 31 3.761919 40 0.094048 26845307 11816334 15028972
16 31 4.224124 44 0.096003 30530196 13063952 17466243
17 31 4.303623 46 0.093557 30837758 13361363 17476394
18 31 5.298943 49 0.108142 38953308 16780432 22172875
19 31 4.729486 50 0.094590 34427461 14977849 19449611
20 31 5.898251 52 0.113428 43809514 19002246 24807267
21 31 5.288074 53 0.099775 39026772 17186685 21840086
22 31 5.548077 55 0.100874 41196214 18008481 23187732
23 31 5.176697 57 0.090819 38363568 16550748 21812819
24 31 5.763928 60 0.096065 43257291 18261626 24995664
25 31 13.405184 61 0.219757 43579338 18644501 24934836
26 31 6.246052 62 0.100743 41445537 17794600 23650936
27 31 6.103032 64 0.095360 44987546 19084828 25902717
28 31 12.105998 67 0.180687 88070830 36754367 51316462
29 31 6.250665 69 0.090589 46410022 18993341 27416680
30 31 6.387260 70 0.091247 47717597 19396609 28320987
31 31 6.219346 71 0.087596 46990205 18800461 28189743
128.142
