q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.085750 1 0.085750 639938 639937 0
1 31 0.079853 1 0.079853 639938 639937 0
2 31 0.169191 2 0.084595 1280167 957972 322194
3 31 0.344267 4 0.086067 2564000 1592704 971295
4 31 0.535699 6 0.089283 3896365 2357430 1538934
5 31 0.724471 8 0.090559 5139491 2975534 2163956
6 31 0.922189 10 0.092219 6487844 3754283 2733560
7 31 1.193294 13 0.091792 8366120 4518027 3848092
8 31 1.476725 16 0.092295 10306253 5341083 4965169
9 31 1.772161 19 0.093272 12292103 6235699 6056403
10 31 2.091836 22 0.095083 14496385 7234917 7261467
11 31 2.525471 26 0.097133 17340052 8294745 9045306
12 31 2.828680 30 0.094289 19767504 9102706 10664797
13 31 3.178329 34 0.093480 22323452 9960613 12362838
14 31 3.463862 37 0.093618 24448596 10856530 13592065
15 31 3.838811 40 0.095970 27355012 12046144 15308867
16 31 4.899353 44 0.111349 34406031 14788264 19617766
17 31 4.530909 46 0.098498 30689319 13303049 17386269
18 31 5.444745 49 0.111117 39907341 17099221 22808119
19 31 4.659480 50 0.093190 33150175 14394852 18755322
20 31 5.102208 52 0.098119 37484552 16182095 21302456
21 31 4.926819 53 0.092959 36053646 15741879 20311766
22 31 5.832752 55 0.106050 43289631 18833450 24456180
23 31 5.228109 57 0.091721 38080352 16409288 21671063
24 31 6.164829 60 0.102747 46267033 19557254 26709778
25 31 5.971165 61 0.097888 43059111 18307648 24751462
26 31 6.533388 62 0.105377 47803510 20453657 27349852
27 31 6.041608 64 0.094400 44215512 18630658 25584853
28 31 14.401242 67 0.214944 109953513 45877758 64075754
29 31 6.227555 69 0.090254 45952042 18759513 27192528
30 31 13.076796 70 0.186811 48204408 19580701 28623706
31 31 6.557881 71 0.092365 48827012 19705099 29121912
130.83
