q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.206136 1 0.206136 639938 639937 0
1 31 0.169356 1 0.169356 639938 639937 0
2 31 0.372428 2 0.186214 1281151 959634 321516
3 31 0.848106 4 0.212026 2565637 1588113 977523
4 31 1.114854 6 0.185809 3875808 2338670 1537137
5 31 1.230425 8 0.153803 5131927 2978772 2153154
6 31 1.201184 10 0.120118 6419348 3697349 2721998
7 31 1.302371 13 0.100182 8358676 4518700 3839975
8 31 1.490443 16 0.093153 10415696 5394722 5020973
9 31 1.773481 19 0.093341 12342174 6273648 6068525
10 31 2.053971 22 0.093362 14250861 7096397 7154463
11 31 2.410824 26 0.092724 16798938 7934164 8864773
12 31 2.760089 30 0.092003 19293981 8823138 10470842
13 31 3.182218 34 0.093595 22427436 10014972 12412463
14 31 3.535665 37 0.095559 24696859 10952655 13744203
15 31 3.960010 40 0.099000 28359790 12548812 15810977
16 31 4.408829 44 0.100201 31973509 13775501 18198007
17 31 4.370619 46 0.095013 31355009 13647548 17707460
18 31 5.418891 49 0.110590 39834348 17134603 22699744
19 31 4.704767 50 0.094095 34221685 14880541 19341143
20 31 6.535964 52 0.125692 48836160 21262482 27573677
21 31 5.254761 53 0.099146 38729635 17002414 21727220
22 31 5.242218 55 0.095313 38739081 16914992 21824088
23 31 5.500772 57 0.096505 40868317 17730631 23137685
24 31 6.439544 60 0.107326 48639923 20673084 27966838
25 31 10.393082 61 0.170378 43472450 18538195 24934254
26 31 7.676795 62 0.123819 41254056 17573919 23680136
27 31 5.927489 64 0.092617 43476310 18495649 24980660
28 31 14.324556 67 0.213799 109866007 45824019 64041987
29 31 6.018872 69 0.087230 44544976 18046007 26498968
30 31 7.034307 70 0.100490 46764872 19046001 27718870
31 31 7.631855 71 0.107491 48678310 19505735 29172574
134.495
