q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.084992 1 0.084992 639938 639937 0
1 31 0.080194 1 0.080194 639938 639937 0
2 31 0.169135 2 0.084567 1280024 956960 323063
3 31 0.343369 4 0.085842 2562471 1590226 972244
4 31 0.530110 6 0.088352 3858491 2324492 1533998
5 31 0.723006 8 0.090376 5135516 2983665 2151850
6 31 0.923050 10 0.092305 6501162 3759931 2741230
7 31 1.211492 13 0.093192 8521776 4622474 3899301
8 31 1.561152 16 0.097572 10957415 5716499 5240915
9 31 1.803965 19 0.094946 12558577 6379543 6179033
10 31 2.047076 22 0.093049 14180547 7055111 7125435
11 31 2.401865 26 0.092379 16726635 7907886 8818748
12 31 2.765568 30 0.092186 19336827 8846865 10489961
13 31 3.181670 34 0.093579 22382508 9972359 12410148
14 31 3.411536 37 0.092204 24093215 10622292 13470922
15 31 3.749724 40 0.093743 26631625 11701360 14930264
16 31 4.584575 44 0.104195 33142499 14223672 18918826
17 31 4.394646 46 0.095536 31457485 13563643 17893841
18 31 5.951213 49 0.121453 43927229 18877467 25049761
19 31 5.346453 50 0.106929 39119494 17006519 22112974
20 31 6.707066 52 0.128982 50021062 21774999 28246062
21 31 5.019449 53 0.094707 36777745 16146127 20631617
22 31 5.545719 55 0.100831 41025165 17919169 23105995
23 31 5.167022 57 0.090650 38132576 16466280 21666295
24 31 5.605513 60 0.093425 41781820 17783092 23998727
25 31 5.827195 61 0.095528 42004306 17887428 24116877
26 31 5.794697 62 0.093463 42168704 18066692 24102011
27 31 5.838725 64 0.091230 42743361 18110961 24632399
28 31 10.555636 67 0.157547 80193748 33428908 46764839
29 31 6.241776 69 0.090461 46398765 18867827 27530937
30 31 6.121346 70 0.087448 45629430 18450792 27178637
31 31 6.256201 71 0.088116 47260165 18969602 28290562
119.945
