q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.082824 1 0.082824 639938 639937 0
1 31 0.079866 1 0.079866 639938 639937 0
2 31 0.169127 2 0.084563 1281742 957456 324285
3 31 0.345368 4 0.086342 2582089 1609184 972904
4 31 0.528748 6 0.088125 3859669 2333567 1526101
5 31 0.719169 8 0.089896 5133337 2981622 2151714
6 31 0.917801 10 0.091780 6497531 3747085 2750445
7 31 1.230660 13 0.094666 8704586 4748535 3956050
8 31 1.565980 16 0.097874 11036870 5775915 5260954
9 31 1.800815 19 0.094780 12594123 6416859 6177263
10 31 2.092973 22 0.095135 14582339 7291391 7290947
11 31 2.412813 26 0.092800 16871127 8010096 8861030
12 31 2.806750 30 0.093558 19722647 9066079 10656567
13 31 3.181565 34 0.093575 22484628 10035336 12449291
14 31 3.413381 37 0.092254 24215634 10712409 13503224
15 31 3.760093 40 0.094002 26923588 11801890 15121697
16 31 4.248424 44 0.096555 30877058 13179189 17697868
17 31 4.332160 46 0.094177 31213045 13527217 17685827
18 31 4.797582 49 0.097910 35138531 15043743 20094787
19 31 4.812373 50 0.096247 35187963 15387349 19800613
20 31 6.743004 52 0.129673 50659589 21979861 28679727
21 31 4.930922 53 0.093036 36361667 15945724 20415942
22 31 6.300616 55 0.114557 47344833 20638260 26706572
23 31 5.261106 57 0.092300 39155899 16914753 22241145
24 31 6.848819 60 0.114147 52124300 22019398 30104901
25 31 5.724591 61 0.093846 41505727 17672453 23833273
26 31 5.493659 62 0.088607 40103643 17084605 23019037
27 31 5.734246 64 0.089598 42185124 17730229 24454894
28 31 13.494822 67 0.201415 103617930 43134602 60483327
29 31 6.181986 69 0.089594 46019011 18765989 27253021
30 31 6.585718 70 0.094082 49428321 20066277 29362043
31 31 6.445522 71 0.090782 48926493 19630401 29296091
123.044
