q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.082855 1 0.082855 639938 639937 0
1 31 0.080208 1 0.080208 639938 639937 0
2 31 0.170097 2 0.085048 1280435 956830 323604
3 31 0.344620 4 0.086155 2562947 1588280 974666
4 31 0.531565 6 0.088594 3856134 2335061 1521072
5 31 0.730423 8 0.091303 5192387 3018922 2173464
6 31 0.914403 10 0.091440 6419931 3694554 2725376
7 31 1.209121 13 0.093009 8464546 4588803 3875742
8 31 1.486764 16 0.092923 10358808 5372090 4986717
9 31 1.772906 19 0.093311 12308144 6194376 6113767
10 31 2.049742 22 0.093170 14161183 7040059 7121123
11 31 2.407651 26 0.092602 16703760 7916096 8787663
12 31 2.843073 30 0.094769 19859108 9061437 10797670
13 31 3.282209 34 0.096536 23076699 10361627 12715071
14 31 3.517359 37 0.095064 24825249 11010136 13815112
15 31 3.755250 40 0.093881 26685996 11755566 14930429
16 31 4.034036 44 0.091683 28905880 12342692 16563187
17 31 4.435747 46 0.096429 31726224 13694953 18031270
18 31 6.083382 49 0.124151 44874817 19240853 25633963
19 31 5.426759 50 0.108535 39689053 17350772 22338280
20 31 5.574381 52 0.107200 41032122 17741580 23290541
21 31 4.820445 53 0.090952 35153505 15338706 19814798
22 31 6.269415 55 0.113989 46648082 20293033 26355048
23 31 5.204311 57 0.091304 38325703 16578870 21746832
24 31 5.682256 60 0.094704 42317318 17935354 24381963
25 31 5.695059 61 0.093362 40898023 17430961 23467061
26 31 5.557917 62 0.089644 40220933 17179443 23041489
27 31 6.185687 64 0.096651 45325426 19230752 26094673
28 31 11.171574 67 0.166740 84520335 35187348 49332986
29 31 6.104689 69 0.088474 44966040 18288737 26677302
30 31 6.635987 70 0.094800 49344404 20034307 29310096
31 31 6.437099 71 0.090663 48361827 19420328 28941498
120.497
