q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.083276 1 0.083276 639938 639937 0
1 31 0.079837 1 0.079837 639938 639937 0
2 31 0.168993 2 0.084497 1280216 956566 323649
3 31 0.343507 4 0.085877 2571055 1588386 982668
4 31 0.527759 6 0.087960 3853692 2322468 1531223
5 31 0.718432 8 0.089804 5126467 2973590 2152876
6 31 0.911871 10 0.091187 6448642 3717702 2730939
7 31 1.191876 13 0.091683 8422332 4553922 3868409
8 31 1.708503 16 0.106781 12125227 6364822 5760404
9 31 1.811803 19 0.095358 12676709 6457929 6218779
10 31 2.037603 22 0.092618 14175123 7056887 7118235
11 31 2.411023 26 0.092732 16860224 8014060 8846163
12 31 2.760426 30 0.092014 19388347 8858199 10530147
13 31 3.142733 34 0.092433 22190837 9877927 12312909
14 31 3.454378 37 0.093362 24531358 10881437 13649920
15 31 3.791328 40 0.094783 27148543 11976860 15171682
16 31 4.443209 44 0.100982 32309097 13830310 18478786
17 31 4.272496 46 0.092880 30668616 13271155 17397460
18 31 5.225158 49 0.106636 38414065 16575692 21838372
19 31 4.769590 50 0.095392 34800084 15159059 19641024
20 31 4.891716 52 0.094071 35921997 15571788 20350208
21 31 4.695299 53 0.088591 34426562 15032833 19393728
22 31 5.322622 55 0.096775 39492826 17132862 22359963
23 31 5.103772 57 0.089540 37837537 16334838 21502698
24 31 5.723113 60 0.095385 43008486 18248317 24760168
25 31 5.854925 61 0.095982 42467628 18087192 24380435
26 31 6.060746 62 0.097754 44464840 19021911 25442928
27 31 5.868468 64 0.091695 43175170 18305173 24869996
28 31 15.254144 67 0.227674 117438686 48947482 68491203
29 31 6.511745 69 0.094373 48551076 19931142 28619933
30 31 6.522146 70 0.093174 48885490 19788119 29097370
31 31 6.693573 71 0.094276 50869062 20425295 30443766
122.356
