run: 866 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Tue Jan 26 02:31:51 2021 | q: 0/31 | q_time: 0.085019s | E: 1 | q_time/E: 0.085019s | shuffle time: 0.000000s
Tue Jan 26 02:31:51 2021 | q: 1/31 | q_time: 0.079932s | E: 1 | q_time/E: 0.079932s | shuffle time: 0.000215s
Tue Jan 26 02:31:51 2021 | q: 2/31 | q_time: 0.169379s | E: 2 | q_time/E: 0.084690s | shuffle time: 0.000237s
Tue Jan 26 02:31:52 2021 | q: 3/31 | q_time: 0.343045s | E: 4 | q_time/E: 0.085761s | shuffle time: 0.000233s
Tue Jan 26 02:31:52 2021 | q: 4/31 | q_time: 0.526531s | E: 6 | q_time/E: 0.087755s | shuffle time: 0.000241s
Tue Jan 26 02:31:53 2021 | q: 5/31 | q_time: 0.725604s | E: 8 | q_time/E: 0.090700s | shuffle time: 0.000246s
Tue Jan 26 02:31:54 2021 | q: 6/31 | q_time: 0.910049s | E: 10 | q_time/E: 0.091005s | shuffle time: 0.000245s
Tue Jan 26 02:31:55 2021 | q: 7/31 | q_time: 1.195248s | E: 13 | q_time/E: 0.091942s | shuffle time: 0.000242s
Tue Jan 26 02:31:57 2021 | q: 8/31 | q_time: 1.492225s | E: 16 | q_time/E: 0.093264s | shuffle time: 0.000247s
Tue Jan 26 02:31:58 2021 | q: 9/31 | q_time: 1.771200s | E: 19 | q_time/E: 0.093221s | shuffle time: 0.000249s
Tue Jan 26 02:32:00 2021 | q: 10/31 | q_time: 2.048806s | E: 22 | q_time/E: 0.093128s | shuffle time: 0.000250s
Tue Jan 26 02:32:03 2021 | q: 11/31 | q_time: 2.443709s | E: 26 | q_time/E: 0.093989s | shuffle time: 0.000250s
Tue Jan 26 02:32:06 2021 | q: 12/31 | q_time: 2.812532s | E: 30 | q_time/E: 0.093751s | shuffle time: 0.000256s
Tue Jan 26 02:32:09 2021 | q: 13/31 | q_time: 3.719661s | E: 34 | q_time/E: 0.109402s | shuffle time: 0.000254s
Tue Jan 26 02:32:13 2021 | q: 14/31 | q_time: 3.621927s | E: 37 | q_time/E: 0.097890s | shuffle time: 0.000320s
Tue Jan 26 02:32:17 2021 | q: 15/31 | q_time: 3.682833s | E: 40 | q_time/E: 0.092071s | shuffle time: 0.000250s
Tue Jan 26 02:32:21 2021 | q: 16/31 | q_time: 4.577863s | E: 44 | q_time/E: 0.104042s | shuffle time: 0.000252s
Tue Jan 26 02:32:26 2021 | q: 17/31 | q_time: 4.334276s | E: 46 | q_time/E: 0.094223s | shuffle time: 0.000250s
Tue Jan 26 02:32:31 2021 | q: 18/31 | q_time: 5.774487s | E: 49 | q_time/E: 0.117847s | shuffle time: 0.000253s
Tue Jan 26 02:32:36 2021 | q: 19/31 | q_time: 5.044268s | E: 50 | q_time/E: 0.100885s | shuffle time: 0.000255s
Tue Jan 26 02:32:42 2021 | q: 20/31 | q_time: 5.852970s | E: 52 | q_time/E: 0.112557s | shuffle time: 0.000258s
Tue Jan 26 02:32:47 2021 | q: 21/31 | q_time: 4.975444s | E: 53 | q_time/E: 0.093876s | shuffle time: 0.000255s
Tue Jan 26 02:32:53 2021 | q: 22/31 | q_time: 5.898134s | E: 55 | q_time/E: 0.107239s | shuffle time: 0.000256s
Tue Jan 26 02:32:58 2021 | q: 23/31 | q_time: 5.157776s | E: 57 | q_time/E: 0.090487s | shuffle time: 0.000256s
Tue Jan 26 02:33:04 2021 | q: 24/31 | q_time: 5.968151s | E: 60 | q_time/E: 0.099469s | shuffle time: 0.000257s
Tue Jan 26 02:33:10 2021 | q: 25/31 | q_time: 6.276491s | E: 61 | q_time/E: 0.102893s | shuffle time: 0.000254s
Tue Jan 26 02:33:16 2021 | q: 26/31 | q_time: 5.744075s | E: 62 | q_time/E: 0.092646s | shuffle time: 0.000254s
Tue Jan 26 02:33:22 2021 | q: 27/31 | q_time: 5.859317s | E: 64 | q_time/E: 0.091552s | shuffle time: 0.000252s
Tue Jan 26 02:33:35 2021 | q: 28/31 | q_time: 13.195552s | E: 67 | q_time/E: 0.196949s | shuffle time: 0.000252s
Tue Jan 26 02:33:41 2021 | q: 29/31 | q_time: 6.045708s | E: 69 | q_time/E: 0.087619s | shuffle time: 0.000254s
Tue Jan 26 02:33:47 2021 | q: 30/31 | q_time: 6.065267s | E: 70 | q_time/E: 0.086647s | shuffle time: 0.000248s
Tue Jan 26 02:33:54 2021 | q: 31/31 | q_time: 6.496930s | E: 71 | q_time/E: 0.091506s | shuffle time: 0.000246s
