q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.510595 1 0.510595 639938 639937 0
1 31 0.683200 1 0.683200 639938 639937 0
2 31 1.424162 2 0.712081 1280171 955697 324473
3 31 2.450081 4 0.612520 2568420 1597276 971143
4 31 2.670383 6 0.445064 3846443 2326595 1519847
5 31 2.363279 8 0.295410 5135305 2980543 2154761
6 31 1.919491 10 0.191949 6471762 3746363 2725398
7 31 1.831488 13 0.140884 8682239 4724287 3957951
8 31 1.714367 16 0.107148 10768975 5603221 5165753
9 31 1.775927 19 0.093470 12268586 6185570 6083015
10 31 2.127119 22 0.096687 14668099 7342397 7325701
11 31 2.459074 26 0.094580 17011062 8093121 8917940
12 31 2.860897 30 0.095363 19873297 9144067 10729229
13 31 3.202163 34 0.094181 22362663 9947979 12414683
14 31 3.556925 37 0.096133 25022194 11133652 13888541
15 31 3.883665 40 0.097092 27533997 12150069 15383927
16 31 4.745921 44 0.107862 34283436 14686326 19597109
17 31 4.276854 46 0.092975 30379280 13112298 17266981
18 31 5.943131 49 0.121288 43616776 18740969 24875806
19 31 5.332350 50 0.106647 38813039 16964035 21849003
20 31 5.896293 52 0.113390 43404440 18824652 24579787
21 31 5.569316 53 0.105081 40893132 18024704 22868427
22 31 6.128651 55 0.111430 45386510 19843593 25542916
23 31 5.103954 57 0.089543 37420905 16140437 21280467
24 31 6.293280 60 0.104888 47089706 19876550 27213155
25 31 6.133903 61 0.100556 44133558 18672837 25460720
26 31 5.818338 62 0.093844 42155276 18000255 24155020
27 31 5.961313 64 0.093146 43423969 18483738 24940230
28 31 14.918832 67 0.222669 113618472 47443909 66174562
29 31 6.278312 69 0.090990 46258180 18852087 27406092
30 31 6.418955 70 0.091699 47537989 19290929 28247059
31 31 6.449383 71 0.090836 48382142 19461183 28920958
136.702
