q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.275304 1 0.275304 639938 639937 0
1 31 0.303287 1 0.303287 639938 639937 0
2 31 0.562863 2 0.281432 1280547 955435 325111
3 31 0.896152 4 0.224038 2562223 1593118 969104
4 31 1.047138 6 0.174523 3851784 2326035 1525748
5 31 0.986292 8 0.123286 5147119 2981828 2165290
6 31 0.978606 10 0.097861 6411694 3698042 2713651
7 31 1.268777 13 0.097598 8967400 4892544 4074855
8 31 1.498149 16 0.093634 10482131 5470787 5011343
9 31 1.977052 19 0.104055 12754613 6519180 6235432
10 31 2.046392 22 0.093018 14189180 7020829 7168350
11 31 2.408552 26 0.092637 16759453 7932912 8826540
12 31 2.792725 30 0.093091 19526684 8981853 10544830
13 31 3.262917 34 0.095968 23008599 10276933 12731665
14 31 3.712898 37 0.100349 24653719 10911660 13742058
15 31 3.754236 40 0.093856 26616060 11728391 14887668
16 31 4.529318 44 0.102939 32162269 13855123 18307145
17 31 4.559789 46 0.099126 32770751 14265989 18504761
18 31 5.484765 49 0.111934 40155491 17287238 22868252
19 31 5.121715 50 0.102434 37435926 16338039 21097886
20 31 6.294218 52 0.121043 45280293 19626253 25654039
21 31 5.012464 53 0.094575 36448304 15938989 20509314
22 31 6.625679 55 0.120467 47592718 20750282 26842435
23 31 5.307206 57 0.093109 39288776 17084122 22204653
24 31 6.206227 60 0.103437 44672574 19014668 25657905
25 31 5.988358 61 0.098170 42920135 18287319 24632815
26 31 5.592927 62 0.090208 40652326 17380010 23272315
27 31 5.870490 64 0.091726 43014351 18170111 24844239
28 31 12.399756 67 0.185071 92616526 38546257 54070268
29 31 6.643960 69 0.096289 48319729 19799130 28520598
30 31 6.809318 70 0.097276 50029083 20336708 29692374
31 31 6.821202 71 0.096073 49644983 19994340 29650642
127.039
