run: 208 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 03:02:41 2021 | q: 0/31 | q_time: 0.083615s | E: 1 | q_time/E: 0.083615s | shuffle time: 0.000000s
Mon Jan 25 03:02:41 2021 | q: 1/31 | q_time: 0.080669s | E: 1 | q_time/E: 0.080669s | shuffle time: 0.000216s
Mon Jan 25 03:02:41 2021 | q: 2/31 | q_time: 0.170899s | E: 2 | q_time/E: 0.085449s | shuffle time: 0.000241s
Mon Jan 25 03:02:42 2021 | q: 3/31 | q_time: 0.348743s | E: 4 | q_time/E: 0.087186s | shuffle time: 0.000235s
Mon Jan 25 03:02:42 2021 | q: 4/31 | q_time: 0.533416s | E: 6 | q_time/E: 0.088903s | shuffle time: 0.000244s
Mon Jan 25 03:02:43 2021 | q: 5/31 | q_time: 0.732974s | E: 8 | q_time/E: 0.091622s | shuffle time: 0.000248s
Mon Jan 25 03:02:44 2021 | q: 6/31 | q_time: 0.921314s | E: 10 | q_time/E: 0.092131s | shuffle time: 0.000249s
Mon Jan 25 03:02:45 2021 | q: 7/31 | q_time: 1.219620s | E: 13 | q_time/E: 0.093817s | shuffle time: 0.000245s
Mon Jan 25 03:02:47 2021 | q: 8/31 | q_time: 1.499537s | E: 16 | q_time/E: 0.093721s | shuffle time: 0.000249s
Mon Jan 25 03:02:49 2021 | q: 9/31 | q_time: 1.776341s | E: 19 | q_time/E: 0.093492s | shuffle time: 0.000253s
Mon Jan 25 03:02:51 2021 | q: 10/31 | q_time: 2.058222s | E: 22 | q_time/E: 0.093556s | shuffle time: 0.000254s
Mon Jan 25 03:02:53 2021 | q: 11/31 | q_time: 2.517929s | E: 26 | q_time/E: 0.096843s | shuffle time: 0.000255s
Mon Jan 25 03:02:56 2021 | q: 12/31 | q_time: 2.846005s | E: 30 | q_time/E: 0.094867s | shuffle time: 0.000255s
Mon Jan 25 03:02:59 2021 | q: 13/31 | q_time: 3.536910s | E: 34 | q_time/E: 0.104027s | shuffle time: 0.000257s
Mon Jan 25 03:03:03 2021 | q: 14/31 | q_time: 3.530331s | E: 37 | q_time/E: 0.095414s | shuffle time: 0.000303s
Mon Jan 25 03:03:07 2021 | q: 15/31 | q_time: 3.685930s | E: 40 | q_time/E: 0.092148s | shuffle time: 0.000255s
Mon Jan 25 03:03:11 2021 | q: 16/31 | q_time: 4.253124s | E: 44 | q_time/E: 0.096662s | shuffle time: 0.000256s
Mon Jan 25 03:03:15 2021 | q: 17/31 | q_time: 4.395643s | E: 46 | q_time/E: 0.095557s | shuffle time: 0.000255s
Mon Jan 25 03:03:21 2021 | q: 18/31 | q_time: 5.725847s | E: 49 | q_time/E: 0.116854s | shuffle time: 0.000258s
Mon Jan 25 03:03:26 2021 | q: 19/31 | q_time: 4.499182s | E: 50 | q_time/E: 0.089984s | shuffle time: 0.000257s
Mon Jan 25 03:03:31 2021 | q: 20/31 | q_time: 5.399127s | E: 52 | q_time/E: 0.103829s | shuffle time: 0.000260s
Mon Jan 25 03:03:36 2021 | q: 21/31 | q_time: 4.785371s | E: 53 | q_time/E: 0.090290s | shuffle time: 0.000260s
Mon Jan 25 03:03:42 2021 | q: 22/31 | q_time: 6.353053s | E: 55 | q_time/E: 0.115510s | shuffle time: 0.000260s
Mon Jan 25 03:03:48 2021 | q: 23/31 | q_time: 5.717369s | E: 57 | q_time/E: 0.100305s | shuffle time: 0.000259s
Mon Jan 25 03:03:53 2021 | q: 24/31 | q_time: 5.420263s | E: 60 | q_time/E: 0.090338s | shuffle time: 0.000258s
Mon Jan 25 03:03:59 2021 | q: 25/31 | q_time: 5.675307s | E: 61 | q_time/E: 0.093038s | shuffle time: 0.000260s
Mon Jan 25 03:04:05 2021 | q: 26/31 | q_time: 5.795624s | E: 62 | q_time/E: 0.093478s | shuffle time: 0.000259s
Mon Jan 25 03:04:10 2021 | q: 27/31 | q_time: 5.692293s | E: 64 | q_time/E: 0.088942s | shuffle time: 0.000254s
Mon Jan 25 03:04:22 2021 | q: 28/31 | q_time: 11.139606s | E: 67 | q_time/E: 0.166263s | shuffle time: 0.000256s
Mon Jan 25 03:04:28 2021 | q: 29/31 | q_time: 6.170758s | E: 69 | q_time/E: 0.089431s | shuffle time: 0.000251s
Mon Jan 25 03:04:34 2021 | q: 30/31 | q_time: 6.594553s | E: 70 | q_time/E: 0.094208s | shuffle time: 0.000250s
Mon Jan 25 03:04:41 2021 | q: 31/31 | q_time: 6.335914s | E: 71 | q_time/E: 0.089238s | shuffle time: 0.000249s
