run: 225 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 03:40:35 2021 | q: 0/31 | q_time: 0.083489s | E: 1 | q_time/E: 0.083489s | shuffle time: 0.000000s
Mon Jan 25 03:40:35 2021 | q: 1/31 | q_time: 0.079861s | E: 1 | q_time/E: 0.079861s | shuffle time: 0.000213s
Mon Jan 25 03:40:35 2021 | q: 2/31 | q_time: 0.169191s | E: 2 | q_time/E: 0.084595s | shuffle time: 0.000238s
Mon Jan 25 03:40:36 2021 | q: 3/31 | q_time: 0.344723s | E: 4 | q_time/E: 0.086181s | shuffle time: 0.000232s
Mon Jan 25 03:40:36 2021 | q: 4/31 | q_time: 0.530263s | E: 6 | q_time/E: 0.088377s | shuffle time: 0.000240s
Mon Jan 25 03:40:37 2021 | q: 5/31 | q_time: 0.726352s | E: 8 | q_time/E: 0.090794s | shuffle time: 0.000244s
Mon Jan 25 03:40:38 2021 | q: 6/31 | q_time: 0.909302s | E: 10 | q_time/E: 0.090930s | shuffle time: 0.000245s
Mon Jan 25 03:40:39 2021 | q: 7/31 | q_time: 1.194031s | E: 13 | q_time/E: 0.091849s | shuffle time: 0.000243s
Mon Jan 25 03:40:40 2021 | q: 8/31 | q_time: 1.481252s | E: 16 | q_time/E: 0.092578s | shuffle time: 0.000247s
Mon Jan 25 03:40:42 2021 | q: 9/31 | q_time: 1.760444s | E: 19 | q_time/E: 0.092655s | shuffle time: 0.000249s
Mon Jan 25 03:40:44 2021 | q: 10/31 | q_time: 2.054160s | E: 22 | q_time/E: 0.093371s | shuffle time: 0.000253s
Mon Jan 25 03:40:49 2021 | q: 11/31 | q_time: 4.336261s | E: 26 | q_time/E: 0.166779s | shuffle time: 0.000254s
Mon Jan 25 03:40:53 2021 | q: 12/31 | q_time: 4.659068s | E: 30 | q_time/E: 0.155302s | shuffle time: 0.000998s
Mon Jan 25 03:40:56 2021 | q: 13/31 | q_time: 3.158583s | E: 34 | q_time/E: 0.092899s | shuffle time: 0.000256s
Mon Jan 25 03:41:00 2021 | q: 14/31 | q_time: 3.496157s | E: 37 | q_time/E: 0.094491s | shuffle time: 0.000253s
Mon Jan 25 03:41:04 2021 | q: 15/31 | q_time: 3.685387s | E: 40 | q_time/E: 0.092135s | shuffle time: 0.000251s
Mon Jan 25 03:41:09 2021 | q: 16/31 | q_time: 5.730223s | E: 44 | q_time/E: 0.130232s | shuffle time: 0.000252s
Mon Jan 25 03:41:14 2021 | q: 17/31 | q_time: 4.798355s | E: 46 | q_time/E: 0.104312s | shuffle time: 0.000393s
Mon Jan 25 03:41:19 2021 | q: 18/31 | q_time: 5.354334s | E: 49 | q_time/E: 0.109272s | shuffle time: 0.000255s
Mon Jan 25 03:41:25 2021 | q: 19/31 | q_time: 5.157309s | E: 50 | q_time/E: 0.103146s | shuffle time: 0.000256s
Mon Jan 25 03:41:31 2021 | q: 20/31 | q_time: 6.074169s | E: 52 | q_time/E: 0.116811s | shuffle time: 0.000259s
Mon Jan 25 03:41:36 2021 | q: 21/31 | q_time: 4.922793s | E: 53 | q_time/E: 0.092883s | shuffle time: 0.000259s
Mon Jan 25 03:41:41 2021 | q: 22/31 | q_time: 5.016065s | E: 55 | q_time/E: 0.091201s | shuffle time: 0.000260s
Mon Jan 25 03:41:46 2021 | q: 23/31 | q_time: 5.265068s | E: 57 | q_time/E: 0.092370s | shuffle time: 0.000257s
Mon Jan 25 03:41:54 2021 | q: 24/31 | q_time: 8.478167s | E: 60 | q_time/E: 0.141303s | shuffle time: 0.000257s
Mon Jan 25 03:42:00 2021 | q: 25/31 | q_time: 6.102669s | E: 61 | q_time/E: 0.100044s | shuffle time: 0.000258s
Mon Jan 25 03:42:06 2021 | q: 26/31 | q_time: 5.579019s | E: 62 | q_time/E: 0.089984s | shuffle time: 0.000256s
Mon Jan 25 03:42:13 2021 | q: 27/31 | q_time: 6.657541s | E: 64 | q_time/E: 0.104024s | shuffle time: 0.000253s
Mon Jan 25 03:42:27 2021 | q: 28/31 | q_time: 14.635663s | E: 67 | q_time/E: 0.218443s | shuffle time: 0.000312s
Mon Jan 25 03:42:34 2021 | q: 29/31 | q_time: 6.220546s | E: 69 | q_time/E: 0.090153s | shuffle time: 0.000250s
Mon Jan 25 03:42:40 2021 | q: 30/31 | q_time: 6.443589s | E: 70 | q_time/E: 0.092051s | shuffle time: 0.000249s
Mon Jan 25 03:42:46 2021 | q: 31/31 | q_time: 6.221966s | E: 71 | q_time/E: 0.087633s | shuffle time: 0.000247s
