run: 652 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 18:56:56 2021 | q: 0/31 | q_time: 0.083075s | E: 1 | q_time/E: 0.083075s | shuffle time: 0.000000s
Mon Jan 25 18:56:56 2021 | q: 1/31 | q_time: 0.079850s | E: 1 | q_time/E: 0.079850s | shuffle time: 0.000213s
Mon Jan 25 18:56:56 2021 | q: 2/31 | q_time: 0.169041s | E: 2 | q_time/E: 0.084520s | shuffle time: 0.000238s
Mon Jan 25 18:56:57 2021 | q: 3/31 | q_time: 0.342950s | E: 4 | q_time/E: 0.085737s | shuffle time: 0.000232s
Mon Jan 25 18:56:57 2021 | q: 4/31 | q_time: 0.529295s | E: 6 | q_time/E: 0.088216s | shuffle time: 0.000240s
Mon Jan 25 18:56:58 2021 | q: 5/31 | q_time: 0.727312s | E: 8 | q_time/E: 0.090914s | shuffle time: 0.000246s
Mon Jan 25 18:56:59 2021 | q: 6/31 | q_time: 0.922487s | E: 10 | q_time/E: 0.092249s | shuffle time: 0.000245s
Mon Jan 25 18:57:00 2021 | q: 7/31 | q_time: 1.183801s | E: 13 | q_time/E: 0.091062s | shuffle time: 0.000243s
Mon Jan 25 18:57:02 2021 | q: 8/31 | q_time: 2.030634s | E: 16 | q_time/E: 0.126915s | shuffle time: 0.000246s
Mon Jan 25 18:57:05 2021 | q: 9/31 | q_time: 3.172713s | E: 19 | q_time/E: 0.166985s | shuffle time: 0.000551s
Mon Jan 25 18:57:08 2021 | q: 10/31 | q_time: 2.231367s | E: 22 | q_time/E: 0.101426s | shuffle time: 0.000332s
Mon Jan 25 18:57:10 2021 | q: 11/31 | q_time: 2.416372s | E: 26 | q_time/E: 0.092937s | shuffle time: 0.000263s
Mon Jan 25 18:57:13 2021 | q: 12/31 | q_time: 2.758629s | E: 30 | q_time/E: 0.091954s | shuffle time: 0.000252s
Mon Jan 25 18:57:16 2021 | q: 13/31 | q_time: 3.159748s | E: 34 | q_time/E: 0.092934s | shuffle time: 0.000253s
Mon Jan 25 18:57:19 2021 | q: 14/31 | q_time: 3.413984s | E: 37 | q_time/E: 0.092270s | shuffle time: 0.000253s
Mon Jan 25 18:57:23 2021 | q: 15/31 | q_time: 3.894680s | E: 40 | q_time/E: 0.097367s | shuffle time: 0.000251s
Mon Jan 25 18:57:27 2021 | q: 16/31 | q_time: 4.029199s | E: 44 | q_time/E: 0.091573s | shuffle time: 0.000251s
Mon Jan 25 18:57:32 2021 | q: 17/31 | q_time: 4.423963s | E: 46 | q_time/E: 0.096173s | shuffle time: 0.000253s
Mon Jan 25 18:57:38 2021 | q: 18/31 | q_time: 6.260582s | E: 49 | q_time/E: 0.127767s | shuffle time: 0.000254s
Mon Jan 25 18:57:43 2021 | q: 19/31 | q_time: 4.685501s | E: 50 | q_time/E: 0.093710s | shuffle time: 0.000253s
Mon Jan 25 18:57:49 2021 | q: 20/31 | q_time: 5.942182s | E: 52 | q_time/E: 0.114273s | shuffle time: 0.000256s
Mon Jan 25 18:57:53 2021 | q: 21/31 | q_time: 4.871987s | E: 53 | q_time/E: 0.091924s | shuffle time: 0.000257s
Mon Jan 25 18:57:59 2021 | q: 22/31 | q_time: 5.798807s | E: 55 | q_time/E: 0.105433s | shuffle time: 0.000257s
Mon Jan 25 18:58:06 2021 | q: 23/31 | q_time: 6.287768s | E: 57 | q_time/E: 0.110312s | shuffle time: 0.000256s
Mon Jan 25 18:58:11 2021 | q: 24/31 | q_time: 5.805714s | E: 60 | q_time/E: 0.096762s | shuffle time: 0.000255s
Mon Jan 25 18:58:17 2021 | q: 25/31 | q_time: 5.636856s | E: 61 | q_time/E: 0.092407s | shuffle time: 0.000255s
Mon Jan 25 18:58:23 2021 | q: 26/31 | q_time: 5.563769s | E: 62 | q_time/E: 0.089738s | shuffle time: 0.000253s
Mon Jan 25 18:58:29 2021 | q: 27/31 | q_time: 6.335579s | E: 64 | q_time/E: 0.098993s | shuffle time: 0.000252s
Mon Jan 25 18:58:42 2021 | q: 28/31 | q_time: 12.969809s | E: 67 | q_time/E: 0.193579s | shuffle time: 0.000251s
Mon Jan 25 18:58:48 2021 | q: 29/31 | q_time: 6.120563s | E: 69 | q_time/E: 0.088704s | shuffle time: 0.000251s
Mon Jan 25 18:58:54 2021 | q: 30/31 | q_time: 6.394616s | E: 70 | q_time/E: 0.091352s | shuffle time: 0.000249s
Mon Jan 25 18:59:01 2021 | q: 31/31 | q_time: 6.504175s | E: 71 | q_time/E: 0.091608s | shuffle time: 0.000248s
