q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.084906 1 0.084906 639938 639937 0
1 31 0.081365 1 0.081365 639938 639937 0
2 31 0.171806 2 0.085903 1280259 955925 324333
3 31 0.352079 4 0.088020 2587240 1615636 971603
4 31 0.538605 6 0.089768 3865047 2330708 1534338
5 31 0.731288 8 0.091411 5128138 2976534 2151603
6 31 0.935605 10 0.093560 6511254 3763365 2747888
7 31 1.266998 13 0.097461 8825298 4814633 4010664
8 31 1.576998 16 0.098562 10936926 5715578 5221347
9 31 1.806869 19 0.095098 12413812 6314150 6099661
10 31 2.082381 22 0.094654 14252599 7103621 7148977
11 31 2.489604 26 0.095754 17162287 8195585 8966701
12 31 2.856720 30 0.095224 19795897 9046400 10749496
13 31 3.166546 34 0.093134 22064456 9812038 12252417
14 31 3.577255 37 0.096683 25126909 11227840 13899068
15 31 3.767732 40 0.094193 26642919 11720243 14922675
16 31 15.542179 44 0.353231 29543108 12641065 16902042
17 31 4.263380 46 0.092682 30206251 13084993 17121257
18 31 5.527429 49 0.112805 40399967 17375402 23024564
19 31 4.678213 50 0.093564 33767793 14719880 19047912
20 31 7.656507 52 0.147241 57079680 24999788 32079891
21 31 5.052322 53 0.095327 36811911 16132826 20679084
22 31 6.040435 55 0.109826 44608274 19464545 25143728
23 31 5.451213 57 0.095635 40060697 17391848 22668848
24 31 6.949177 60 0.115820 49247881 20931558 28316322
25 31 6.351070 61 0.104116 45187944 19256570 25931373
26 31 6.014570 62 0.097009 43526641 18726203 24800437
27 31 5.894410 64 0.092100 42777644 18155140 24622503
28 31 12.248742 67 0.182817 85531159 35646320 49884838
29 31 6.242952 69 0.090478 45738380 18737284 27001095
30 31 6.498335 70 0.092833 47834084 19394290 28439793
31 31 6.445539 71 0.090782 48055659 19308798 28746860
136.343
