run: 310 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 06:41:43 2021 | q: 0/31 | q_time: 0.082966s | E: 1 | q_time/E: 0.082966s | shuffle time: 0.000000s
Mon Jan 25 06:41:43 2021 | q: 1/31 | q_time: 0.080149s | E: 1 | q_time/E: 0.080149s | shuffle time: 0.000243s
Mon Jan 25 06:41:43 2021 | q: 2/31 | q_time: 0.169555s | E: 2 | q_time/E: 0.084777s | shuffle time: 0.000263s
Mon Jan 25 06:41:43 2021 | q: 3/31 | q_time: 0.344159s | E: 4 | q_time/E: 0.086040s | shuffle time: 0.000262s
Mon Jan 25 06:41:44 2021 | q: 4/31 | q_time: 0.528778s | E: 6 | q_time/E: 0.088130s | shuffle time: 0.000266s
Mon Jan 25 06:41:45 2021 | q: 5/31 | q_time: 0.726656s | E: 8 | q_time/E: 0.090832s | shuffle time: 0.000271s
Mon Jan 25 06:41:45 2021 | q: 6/31 | q_time: 0.912029s | E: 10 | q_time/E: 0.091203s | shuffle time: 0.000273s
Mon Jan 25 06:41:47 2021 | q: 7/31 | q_time: 1.195438s | E: 13 | q_time/E: 0.091957s | shuffle time: 0.000274s
Mon Jan 25 06:41:48 2021 | q: 8/31 | q_time: 1.473065s | E: 16 | q_time/E: 0.092067s | shuffle time: 0.000277s
Mon Jan 25 06:41:50 2021 | q: 9/31 | q_time: 1.762377s | E: 19 | q_time/E: 0.092757s | shuffle time: 0.000278s
Mon Jan 25 06:41:52 2021 | q: 10/31 | q_time: 2.062581s | E: 22 | q_time/E: 0.093754s | shuffle time: 0.000281s
Mon Jan 25 06:41:54 2021 | q: 11/31 | q_time: 2.449868s | E: 26 | q_time/E: 0.094226s | shuffle time: 0.000285s
Mon Jan 25 06:41:57 2021 | q: 12/31 | q_time: 2.805526s | E: 30 | q_time/E: 0.093518s | shuffle time: 0.000281s
Mon Jan 25 06:42:00 2021 | q: 13/31 | q_time: 3.173951s | E: 34 | q_time/E: 0.093351s | shuffle time: 0.000284s
Mon Jan 25 06:42:04 2021 | q: 14/31 | q_time: 3.452776s | E: 37 | q_time/E: 0.093318s | shuffle time: 0.000280s
Mon Jan 25 06:42:07 2021 | q: 15/31 | q_time: 3.664902s | E: 40 | q_time/E: 0.091623s | shuffle time: 0.000282s
Mon Jan 25 06:42:12 2021 | q: 16/31 | q_time: 4.057301s | E: 44 | q_time/E: 0.092211s | shuffle time: 0.000283s
Mon Jan 25 06:42:16 2021 | q: 17/31 | q_time: 4.370155s | E: 46 | q_time/E: 0.095003s | shuffle time: 0.000285s
Mon Jan 25 06:42:22 2021 | q: 18/31 | q_time: 5.847512s | E: 49 | q_time/E: 0.119337s | shuffle time: 0.000284s
Mon Jan 25 06:42:26 2021 | q: 19/31 | q_time: 4.452708s | E: 50 | q_time/E: 0.089054s | shuffle time: 0.000286s
Mon Jan 25 06:42:32 2021 | q: 20/31 | q_time: 5.990446s | E: 52 | q_time/E: 0.115201s | shuffle time: 0.000285s
Mon Jan 25 06:42:38 2021 | q: 21/31 | q_time: 5.960695s | E: 53 | q_time/E: 0.112466s | shuffle time: 0.000284s
Mon Jan 25 06:42:44 2021 | q: 22/31 | q_time: 6.123764s | E: 55 | q_time/E: 0.111341s | shuffle time: 0.000286s
Mon Jan 25 06:42:49 2021 | q: 23/31 | q_time: 5.136678s | E: 57 | q_time/E: 0.090117s | shuffle time: 0.000285s
Mon Jan 25 06:42:56 2021 | q: 24/31 | q_time: 6.523799s | E: 60 | q_time/E: 0.108730s | shuffle time: 0.000284s
Mon Jan 25 06:43:02 2021 | q: 25/31 | q_time: 5.665507s | E: 61 | q_time/E: 0.092877s | shuffle time: 0.000284s
Mon Jan 25 06:43:07 2021 | q: 26/31 | q_time: 5.641822s | E: 62 | q_time/E: 0.090997s | shuffle time: 0.000283s
Mon Jan 25 06:43:13 2021 | q: 27/31 | q_time: 5.648087s | E: 64 | q_time/E: 0.088251s | shuffle time: 0.000280s
Mon Jan 25 06:43:28 2021 | q: 28/31 | q_time: 15.150282s | E: 67 | q_time/E: 0.226124s | shuffle time: 0.000280s
Mon Jan 25 06:43:34 2021 | q: 29/31 | q_time: 6.070266s | E: 69 | q_time/E: 0.087975s | shuffle time: 0.000277s
Mon Jan 25 06:43:41 2021 | q: 30/31 | q_time: 6.416706s | E: 70 | q_time/E: 0.091667s | shuffle time: 0.000276s
Mon Jan 25 06:43:47 2021 | q: 31/31 | q_time: 6.536734s | E: 71 | q_time/E: 0.092067s | shuffle time: 0.000278s
