q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.656512 1 0.656512 639938 639937 0
1 31 0.682079 1 0.682079 639938 639937 0
2 31 1.423320 2 0.711660 1280130 957232 322897
3 31 2.303729 4 0.575932 2566414 1592197 974216
4 31 2.180402 6 0.363400 3858978 2327845 1531132
5 31 1.694080 8 0.211760 5158949 3006524 2152424
6 31 1.314723 10 0.131472 6437214 3691661 2745552
7 31 1.254226 13 0.096479 8430649 4575451 3855197
8 31 1.476438 16 0.092277 10361295 5363597 4997697
9 31 1.763046 19 0.092792 12289633 6217042 6072590
10 31 2.061707 22 0.093714 14327438 7047422 7280015
11 31 2.412230 26 0.092778 16825225 7990818 8834406
12 31 2.795026 30 0.093168 19596239 8993165 10603073
13 31 3.152717 34 0.092727 22230132 9910370 12319761
14 31 3.434285 37 0.092819 24356909 10805833 13551075
15 31 3.689215 40 0.092230 26326415 11585480 14740934
16 31 4.835412 44 0.109896 30603130 13059046 17544083
17 31 6.779584 46 0.147382 31740264 13820092 17920171
18 31 5.663908 49 0.115590 41877662 17999438 23878223
19 31 4.694299 50 0.093886 34190468 14740086 19450381
20 31 7.081338 52 0.136180 53214433 23203043 30011389
21 31 5.328160 53 0.100531 39370579 17355805 22014773
22 31 7.233917 55 0.131526 54604518 23929605 30674912
23 31 5.468705 57 0.095942 40726348 17586115 23140232
24 31 6.033894 60 0.100565 45481027 19238487 26242539
25 31 12.938855 61 0.212112 40301672 17121015 23180656
26 31 5.636820 62 0.090916 41195087 17636742 23558344
27 31 5.818930 64 0.090921 42789473 18217144 24572328
28 31 12.393902 67 0.184984 83869913 34922762 48947150
29 31 6.106399 69 0.088499 45395470 18483849 26911620
30 31 6.384959 70 0.091214 47790739 19336038 28454700
31 31 6.246511 71 0.087979 47273876 18939091 28334784
140.94
