run: 921 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Tue Jan 26 04:28:29 2021 | q: 0/31 | q_time: 0.083754s | E: 1 | q_time/E: 0.083754s | shuffle time: 0.000000s
Tue Jan 26 04:28:29 2021 | q: 1/31 | q_time: 0.079625s | E: 1 | q_time/E: 0.079625s | shuffle time: 0.000214s
Tue Jan 26 04:28:29 2021 | q: 2/31 | q_time: 0.168372s | E: 2 | q_time/E: 0.084186s | shuffle time: 0.000238s
Tue Jan 26 04:28:29 2021 | q: 3/31 | q_time: 0.341682s | E: 4 | q_time/E: 0.085420s | shuffle time: 0.000230s
Tue Jan 26 04:28:30 2021 | q: 4/31 | q_time: 0.527401s | E: 6 | q_time/E: 0.087900s | shuffle time: 0.000239s
Tue Jan 26 04:28:31 2021 | q: 5/31 | q_time: 0.728718s | E: 8 | q_time/E: 0.091090s | shuffle time: 0.000244s
Tue Jan 26 04:28:31 2021 | q: 6/31 | q_time: 0.927852s | E: 10 | q_time/E: 0.092785s | shuffle time: 0.000244s
Tue Jan 26 04:28:33 2021 | q: 7/31 | q_time: 1.203558s | E: 13 | q_time/E: 0.092581s | shuffle time: 0.000243s
Tue Jan 26 04:28:34 2021 | q: 8/31 | q_time: 1.498246s | E: 16 | q_time/E: 0.093640s | shuffle time: 0.000249s
Tue Jan 26 04:28:36 2021 | q: 9/31 | q_time: 1.774689s | E: 19 | q_time/E: 0.093405s | shuffle time: 0.000249s
Tue Jan 26 04:28:38 2021 | q: 10/31 | q_time: 2.053361s | E: 22 | q_time/E: 0.093335s | shuffle time: 0.000249s
Tue Jan 26 04:28:40 2021 | q: 11/31 | q_time: 2.446202s | E: 26 | q_time/E: 0.094085s | shuffle time: 0.000251s
Tue Jan 26 04:28:43 2021 | q: 12/31 | q_time: 2.855845s | E: 30 | q_time/E: 0.095195s | shuffle time: 0.000251s
Tue Jan 26 04:28:46 2021 | q: 13/31 | q_time: 3.135851s | E: 34 | q_time/E: 0.092231s | shuffle time: 0.000252s
Tue Jan 26 04:28:50 2021 | q: 14/31 | q_time: 3.407884s | E: 37 | q_time/E: 0.092105s | shuffle time: 0.000252s
Tue Jan 26 04:28:54 2021 | q: 15/31 | q_time: 3.816158s | E: 40 | q_time/E: 0.095404s | shuffle time: 0.000251s
Tue Jan 26 04:28:58 2021 | q: 16/31 | q_time: 4.299626s | E: 44 | q_time/E: 0.097719s | shuffle time: 0.000250s
Tue Jan 26 04:29:04 2021 | q: 17/31 | q_time: 6.256281s | E: 46 | q_time/E: 0.136006s | shuffle time: 0.000251s
Tue Jan 26 04:29:10 2021 | q: 18/31 | q_time: 5.684810s | E: 49 | q_time/E: 0.116017s | shuffle time: 0.000263s
Tue Jan 26 04:29:15 2021 | q: 19/31 | q_time: 4.680044s | E: 50 | q_time/E: 0.093601s | shuffle time: 0.000253s
Tue Jan 26 04:29:21 2021 | q: 20/31 | q_time: 6.129178s | E: 52 | q_time/E: 0.117869s | shuffle time: 0.000255s
Tue Jan 26 04:29:25 2021 | q: 21/31 | q_time: 4.777734s | E: 53 | q_time/E: 0.090146s | shuffle time: 0.000256s
Tue Jan 26 04:29:31 2021 | q: 22/31 | q_time: 5.390193s | E: 55 | q_time/E: 0.098004s | shuffle time: 0.000257s
Tue Jan 26 04:29:36 2021 | q: 23/31 | q_time: 5.091003s | E: 57 | q_time/E: 0.089316s | shuffle time: 0.000257s
Tue Jan 26 04:29:44 2021 | q: 24/31 | q_time: 7.761296s | E: 60 | q_time/E: 0.129355s | shuffle time: 0.000257s
Tue Jan 26 04:29:49 2021 | q: 25/31 | q_time: 5.753115s | E: 61 | q_time/E: 0.094313s | shuffle time: 0.000264s
Tue Jan 26 04:29:55 2021 | q: 26/31 | q_time: 5.957559s | E: 62 | q_time/E: 0.096090s | shuffle time: 0.000253s
Tue Jan 26 04:30:02 2021 | q: 27/31 | q_time: 6.098095s | E: 64 | q_time/E: 0.095283s | shuffle time: 0.000253s
Tue Jan 26 04:30:15 2021 | q: 28/31 | q_time: 13.332381s | E: 67 | q_time/E: 0.198991s | shuffle time: 0.000252s
Tue Jan 26 04:30:21 2021 | q: 29/31 | q_time: 6.186642s | E: 69 | q_time/E: 0.089661s | shuffle time: 0.000250s
Tue Jan 26 04:30:27 2021 | q: 30/31 | q_time: 6.417397s | E: 70 | q_time/E: 0.091677s | shuffle time: 0.000254s
Tue Jan 26 04:30:34 2021 | q: 31/31 | q_time: 6.184441s | E: 71 | q_time/E: 0.087105s | shuffle time: 0.000248s
