q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.091277 1 0.091277 639938 639937 0
1 31 0.079888 1 0.079888 639938 639937 0
2 31 0.169105 2 0.084553 1281173 958659 322513
3 31 0.342697 4 0.085674 2562797 1593666 969130
4 31 0.527261 6 0.087877 3849822 2320270 1529551
5 31 0.726403 8 0.090800 5186568 3016626 2169941
6 31 0.922883 10 0.092288 6531118 3781426 2749691
7 31 1.185355 13 0.091181 8347521 4519626 3827894
8 31 1.522069 16 0.095129 10697231 5581542 5115688
9 31 1.798702 19 0.094669 12548359 6394430 6153928
10 31 2.042292 22 0.092831 14197970 7065591 7132378
11 31 2.410581 26 0.092715 16816683 8003936 8812746
12 31 2.819710 30 0.093990 19807862 9072954 10734907
13 31 3.177598 34 0.093459 22430398 10001264 12429133
14 31 3.457997 37 0.093459 24556604 10849082 13707521
15 31 3.907163 40 0.097679 28050828 12354338 15696489
16 31 4.511100 44 0.102525 32833163 14030973 18802189
17 31 4.244046 46 0.092262 30478047 13150359 17327687
18 31 5.500118 49 0.112247 40616386 17496606 23119779
19 31 4.577728 50 0.091555 33303559 14443109 18860449
20 31 5.891617 52 0.113300 43832653 19120476 24712176
21 31 4.838703 53 0.091296 35569745 15538387 20031357
22 31 5.978058 55 0.108692 44676294 19514275 25162018
23 31 5.463800 57 0.095856 40709693 17643857 23065835
24 31 6.071890 60 0.101198 45825682 19549586 26276095
25 31 5.759405 61 0.094416 41735305 17762091 23973213
26 31 6.183010 62 0.099726 45412192 19540656 25871535
27 31 5.912554 64 0.092384 43551564 18446804 25104759
28 31 19.572687 67 0.292130 151606191 63099431 88506759
29 31 6.237192 69 0.090394 46404223 18951698 27452524
30 31 6.307097 70 0.090101 47175480 19152113 28023366
31 31 6.479671 71 0.091263 49173023 19610000 29563022
128.71
