run: 343 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 07:52:20 2021 | q: 0/31 | q_time: 0.084062s | E: 1 | q_time/E: 0.084062s | shuffle time: 0.000000s
Mon Jan 25 07:52:20 2021 | q: 1/31 | q_time: 0.080972s | E: 1 | q_time/E: 0.080972s | shuffle time: 0.000217s
Mon Jan 25 07:52:20 2021 | q: 2/31 | q_time: 0.171200s | E: 2 | q_time/E: 0.085600s | shuffle time: 0.000242s
Mon Jan 25 07:52:20 2021 | q: 3/31 | q_time: 0.348056s | E: 4 | q_time/E: 0.087014s | shuffle time: 0.000236s
Mon Jan 25 07:52:21 2021 | q: 4/31 | q_time: 0.534587s | E: 6 | q_time/E: 0.089098s | shuffle time: 0.000244s
Mon Jan 25 07:52:22 2021 | q: 5/31 | q_time: 0.728203s | E: 8 | q_time/E: 0.091025s | shuffle time: 0.000249s
Mon Jan 25 07:52:23 2021 | q: 6/31 | q_time: 0.926630s | E: 10 | q_time/E: 0.092663s | shuffle time: 0.000250s
Mon Jan 25 07:52:24 2021 | q: 7/31 | q_time: 1.235730s | E: 13 | q_time/E: 0.095056s | shuffle time: 0.000245s
Mon Jan 25 07:52:25 2021 | q: 8/31 | q_time: 1.493793s | E: 16 | q_time/E: 0.093362s | shuffle time: 0.000251s
Mon Jan 25 07:52:27 2021 | q: 9/31 | q_time: 1.798016s | E: 19 | q_time/E: 0.094632s | shuffle time: 0.000252s
Mon Jan 25 07:52:29 2021 | q: 10/31 | q_time: 2.067072s | E: 22 | q_time/E: 0.093958s | shuffle time: 0.000254s
Mon Jan 25 07:52:32 2021 | q: 11/31 | q_time: 2.545337s | E: 26 | q_time/E: 0.097898s | shuffle time: 0.000255s
Mon Jan 25 07:52:35 2021 | q: 12/31 | q_time: 2.869732s | E: 30 | q_time/E: 0.095658s | shuffle time: 0.000255s
Mon Jan 25 07:52:38 2021 | q: 13/31 | q_time: 3.188147s | E: 34 | q_time/E: 0.093769s | shuffle time: 0.000258s
Mon Jan 25 07:52:41 2021 | q: 14/31 | q_time: 3.492028s | E: 37 | q_time/E: 0.094379s | shuffle time: 0.000260s
Mon Jan 25 07:52:45 2021 | q: 15/31 | q_time: 4.038203s | E: 40 | q_time/E: 0.100955s | shuffle time: 0.000259s
Mon Jan 25 07:52:50 2021 | q: 16/31 | q_time: 4.638628s | E: 44 | q_time/E: 0.105423s | shuffle time: 0.000256s
Mon Jan 25 07:52:54 2021 | q: 17/31 | q_time: 4.413459s | E: 46 | q_time/E: 0.095945s | shuffle time: 0.000258s
Mon Jan 25 07:52:59 2021 | q: 18/31 | q_time: 4.739000s | E: 49 | q_time/E: 0.096714s | shuffle time: 0.000258s
Mon Jan 25 07:53:04 2021 | q: 19/31 | q_time: 5.205198s | E: 50 | q_time/E: 0.104104s | shuffle time: 0.000258s
Mon Jan 25 07:53:11 2021 | q: 20/31 | q_time: 6.328399s | E: 52 | q_time/E: 0.121700s | shuffle time: 0.000258s
Mon Jan 25 07:53:16 2021 | q: 21/31 | q_time: 5.225272s | E: 53 | q_time/E: 0.098590s | shuffle time: 0.000261s
Mon Jan 25 07:53:22 2021 | q: 22/31 | q_time: 6.102989s | E: 55 | q_time/E: 0.110963s | shuffle time: 0.000258s
Mon Jan 25 07:53:27 2021 | q: 23/31 | q_time: 5.058751s | E: 57 | q_time/E: 0.088750s | shuffle time: 0.000260s
Mon Jan 25 07:53:33 2021 | q: 24/31 | q_time: 6.228152s | E: 60 | q_time/E: 0.103803s | shuffle time: 0.000260s
Mon Jan 25 07:53:39 2021 | q: 25/31 | q_time: 5.775138s | E: 61 | q_time/E: 0.094674s | shuffle time: 0.000258s
Mon Jan 25 07:53:45 2021 | q: 26/31 | q_time: 5.875553s | E: 62 | q_time/E: 0.094767s | shuffle time: 0.000257s
Mon Jan 25 07:53:51 2021 | q: 27/31 | q_time: 5.962141s | E: 64 | q_time/E: 0.093158s | shuffle time: 0.000253s
Mon Jan 25 07:54:06 2021 | q: 28/31 | q_time: 14.920140s | E: 67 | q_time/E: 0.222689s | shuffle time: 0.000255s
Mon Jan 25 07:54:12 2021 | q: 29/31 | q_time: 6.322504s | E: 69 | q_time/E: 0.091630s | shuffle time: 0.000253s
Mon Jan 25 07:54:18 2021 | q: 30/31 | q_time: 6.289334s | E: 70 | q_time/E: 0.089848s | shuffle time: 0.000252s
Mon Jan 25 07:54:25 2021 | q: 31/31 | q_time: 6.326189s | E: 71 | q_time/E: 0.089101s | shuffle time: 0.000252s
