q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.085048 1 0.085048 639938 639937 0
1 31 0.080020 1 0.080020 639938 639937 0
2 31 0.169352 2 0.084676 1280770 958327 322442
3 31 0.343904 4 0.085976 2563314 1596919 966394
4 31 0.530257 6 0.088376 3863108 2322018 1541089
5 31 0.727544 8 0.090943 5185234 3021081 2164152
6 31 0.914830 10 0.091483 6448088 3732380 2715707
7 31 1.191077 13 0.091621 8369022 4533794 3835227
8 31 1.476482 16 0.092280 10331510 5358219 4973290
9 31 1.804172 19 0.094956 12590995 6412521 6178473
10 31 2.083422 22 0.094701 14469020 7223728 7245291
11 31 2.490974 26 0.095807 17386333 8322087 9064245
12 31 2.859353 30 0.095312 20059089 9265734 10793354
13 31 3.236916 34 0.095203 22834310 10219229 12615080
14 31 3.530300 37 0.095414 25038696 11100729 13937966
15 31 3.853550 40 0.096339 27570386 12219536 15350849
16 31 4.491925 44 0.102089 32634119 14005298 18628820
17 31 4.546079 46 0.098828 32705314 14177574 18527739
18 31 6.070658 49 0.123891 44743677 19211009 25532667
19 31 4.659694 50 0.093194 33617059 14634648 18982410
20 31 6.291314 52 0.120987 46570309 20191851 26378457
21 31 4.907016 53 0.092585 35749125 15648158 20100966
22 31 5.855703 55 0.106467 43272976 18831651 24441324
23 31 5.533308 57 0.097076 40831401 17694002 23137398
24 31 6.203390 60 0.103390 46373492 19721968 26651523
25 31 5.982897 61 0.098080 43012678 18319350 24693327
26 31 5.627281 62 0.090763 40642341 17295660 23346680
27 31 6.078280 64 0.094973 44392703 18819104 25573598
28 31 12.855161 67 0.191868 97595089 40516504 57078584
29 31 6.423903 69 0.093100 47674449 19595288 28079160
30 31 6.253227 70 0.089332 46605491 18958072 27647418
31 31 6.077149 71 0.085594 45832068 18238365 27593702
123.234
