q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.181824 1 0.181824 639938 639937 0
1 31 0.194678 1 0.194678 639938 639937 0
2 31 0.380779 2 0.190389 1280856 957571 323284
3 31 0.755861 4 0.188965 2572076 1597041 975034
4 31 1.006930 6 0.167822 3906475 2362247 1544227
5 31 1.102975 8 0.137872 5243624 3064920 2178703
6 31 1.126140 10 0.112614 6489565 3747629 2741935
7 31 1.295157 13 0.099627 8669741 4722912 3946828
8 31 1.623764 16 0.101485 11457993 6014336 5443656
9 31 1.761073 19 0.092688 12253598 6189377 6064220
10 31 2.035671 22 0.092530 14126296 7004217 7122078
11 31 2.478398 26 0.095323 17312807 8289501 9023305
12 31 2.812387 30 0.093746 19704246 9060808 10643437
13 31 3.169300 34 0.093215 22352817 9965150 12387666
14 31 3.455798 37 0.093400 24494096 10871954 13622141
15 31 3.766719 40 0.094168 26901707 11861314 15040392
16 31 4.085197 44 0.092845 29475183 12512623 16962559
17 31 4.165515 46 0.090555 29788778 12800567 16988210
18 31 5.703178 49 0.116391 42117856 18079379 24038476
19 31 4.586377 50 0.091728 33293735 14427991 18865743
20 31 12.506285 52 0.240505 45768119 19933073 25835045
21 31 5.363892 53 0.101206 39677125 17404460 22272664
22 31 5.915397 55 0.107553 44131943 19233170 24898772
23 31 5.476486 57 0.096079 40742381 17646199 23096181
24 31 6.686484 60 0.111441 50653746 21503684 29150061
25 31 5.741475 61 0.094123 41521012 17661442 23859569
26 31 5.715209 62 0.092181 41659556 17838582 23820973
27 31 5.682274 64 0.088786 41640016 17514269 24125746
28 31 11.720785 67 0.174937 89474208 36992029 52482178
29 31 14.230663 69 0.206241 45196758 18373066 26823691
30 31 6.559747 70 0.093711 49139174 19934305 29204868
31 31 6.065470 71 0.085429 45745151 18228486 27516664
137.352
