run: 617 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 17:44:29 2021 | q: 0/31 | q_time: 0.224571s | E: 1 | q_time/E: 0.224571s | shuffle time: 0.000000s
Mon Jan 25 17:44:29 2021 | q: 1/31 | q_time: 0.209319s | E: 1 | q_time/E: 0.209319s | shuffle time: 0.000551s
Mon Jan 25 17:44:29 2021 | q: 2/31 | q_time: 0.492618s | E: 2 | q_time/E: 0.246309s | shuffle time: 0.000674s
Mon Jan 25 17:44:30 2021 | q: 3/31 | q_time: 0.994566s | E: 4 | q_time/E: 0.248641s | shuffle time: 0.000732s
Mon Jan 25 17:44:32 2021 | q: 4/31 | q_time: 1.176332s | E: 6 | q_time/E: 0.196055s | shuffle time: 0.000641s
Mon Jan 25 17:44:33 2021 | q: 5/31 | q_time: 0.995595s | E: 8 | q_time/E: 0.124449s | shuffle time: 0.000414s
Mon Jan 25 17:44:34 2021 | q: 6/31 | q_time: 1.350012s | E: 10 | q_time/E: 0.135001s | shuffle time: 0.000371s
Mon Jan 25 17:44:35 2021 | q: 7/31 | q_time: 1.384115s | E: 13 | q_time/E: 0.106470s | shuffle time: 0.000338s
Mon Jan 25 17:44:37 2021 | q: 8/31 | q_time: 1.485415s | E: 16 | q_time/E: 0.092838s | shuffle time: 0.000275s
Mon Jan 25 17:44:39 2021 | q: 9/31 | q_time: 1.750574s | E: 19 | q_time/E: 0.092135s | shuffle time: 0.000250s
Mon Jan 25 17:44:41 2021 | q: 10/31 | q_time: 2.047918s | E: 22 | q_time/E: 0.093087s | shuffle time: 0.000251s
Mon Jan 25 17:44:43 2021 | q: 11/31 | q_time: 2.408876s | E: 26 | q_time/E: 0.092649s | shuffle time: 0.000252s
Mon Jan 25 17:44:46 2021 | q: 12/31 | q_time: 2.798514s | E: 30 | q_time/E: 0.093284s | shuffle time: 0.000254s
Mon Jan 25 17:44:49 2021 | q: 13/31 | q_time: 3.157274s | E: 34 | q_time/E: 0.092861s | shuffle time: 0.000255s
Mon Jan 25 17:44:52 2021 | q: 14/31 | q_time: 3.441462s | E: 37 | q_time/E: 0.093012s | shuffle time: 0.000253s
Mon Jan 25 17:44:56 2021 | q: 15/31 | q_time: 3.655895s | E: 40 | q_time/E: 0.091397s | shuffle time: 0.000253s
Mon Jan 25 17:45:00 2021 | q: 16/31 | q_time: 3.974297s | E: 44 | q_time/E: 0.090325s | shuffle time: 0.000252s
Mon Jan 25 17:45:04 2021 | q: 17/31 | q_time: 4.426105s | E: 46 | q_time/E: 0.096220s | shuffle time: 0.000251s
Mon Jan 25 17:45:11 2021 | q: 18/31 | q_time: 6.406495s | E: 49 | q_time/E: 0.130745s | shuffle time: 0.000254s
Mon Jan 25 17:45:15 2021 | q: 19/31 | q_time: 4.480328s | E: 50 | q_time/E: 0.089607s | shuffle time: 0.000256s
Mon Jan 25 17:45:21 2021 | q: 20/31 | q_time: 5.966849s | E: 52 | q_time/E: 0.114747s | shuffle time: 0.000254s
Mon Jan 25 17:45:26 2021 | q: 21/31 | q_time: 4.728144s | E: 53 | q_time/E: 0.089210s | shuffle time: 0.000254s
Mon Jan 25 17:45:32 2021 | q: 22/31 | q_time: 5.729643s | E: 55 | q_time/E: 0.104175s | shuffle time: 0.000255s
Mon Jan 25 17:45:37 2021 | q: 23/31 | q_time: 5.236163s | E: 57 | q_time/E: 0.091863s | shuffle time: 0.000258s
Mon Jan 25 17:45:43 2021 | q: 24/31 | q_time: 5.807095s | E: 60 | q_time/E: 0.096785s | shuffle time: 0.000255s
Mon Jan 25 17:45:49 2021 | q: 25/31 | q_time: 6.239275s | E: 61 | q_time/E: 0.102283s | shuffle time: 0.000255s
Mon Jan 25 17:45:55 2021 | q: 26/31 | q_time: 5.662476s | E: 62 | q_time/E: 0.091330s | shuffle time: 0.000254s
Mon Jan 25 17:46:01 2021 | q: 27/31 | q_time: 5.948927s | E: 64 | q_time/E: 0.092952s | shuffle time: 0.000260s
Mon Jan 25 17:46:12 2021 | q: 28/31 | q_time: 11.817393s | E: 67 | q_time/E: 0.176379s | shuffle time: 0.000251s
Mon Jan 25 17:46:19 2021 | q: 29/31 | q_time: 6.311906s | E: 69 | q_time/E: 0.091477s | shuffle time: 0.000250s
Mon Jan 25 17:46:26 2021 | q: 30/31 | q_time: 6.725011s | E: 70 | q_time/E: 0.096072s | shuffle time: 0.000249s
Mon Jan 25 17:46:32 2021 | q: 31/31 | q_time: 6.705412s | E: 71 | q_time/E: 0.094442s | shuffle time: 0.000248s
