run: 635 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 18:21:07 2021 | q: 0/31 | q_time: 0.076260s | E: 1 | q_time/E: 0.076260s | shuffle time: 0.000000s
Mon Jan 25 18:21:07 2021 | q: 1/31 | q_time: 0.079846s | E: 1 | q_time/E: 0.079846s | shuffle time: 0.000214s
Mon Jan 25 18:21:07 2021 | q: 2/31 | q_time: 0.168867s | E: 2 | q_time/E: 0.084433s | shuffle time: 0.000239s
Mon Jan 25 18:21:07 2021 | q: 3/31 | q_time: 0.343232s | E: 4 | q_time/E: 0.085808s | shuffle time: 0.000232s
Mon Jan 25 18:21:08 2021 | q: 4/31 | q_time: 0.527614s | E: 6 | q_time/E: 0.087936s | shuffle time: 0.000241s
Mon Jan 25 18:21:09 2021 | q: 5/31 | q_time: 0.720251s | E: 8 | q_time/E: 0.090031s | shuffle time: 0.000245s
Mon Jan 25 18:21:10 2021 | q: 6/31 | q_time: 0.914129s | E: 10 | q_time/E: 0.091413s | shuffle time: 0.000246s
Mon Jan 25 18:21:11 2021 | q: 7/31 | q_time: 1.186819s | E: 13 | q_time/E: 0.091294s | shuffle time: 0.000244s
Mon Jan 25 18:21:12 2021 | q: 8/31 | q_time: 1.489053s | E: 16 | q_time/E: 0.093066s | shuffle time: 0.000247s
Mon Jan 25 18:21:14 2021 | q: 9/31 | q_time: 1.754574s | E: 19 | q_time/E: 0.092346s | shuffle time: 0.000250s
Mon Jan 25 18:21:16 2021 | q: 10/31 | q_time: 2.054444s | E: 22 | q_time/E: 0.093384s | shuffle time: 0.000251s
Mon Jan 25 18:21:19 2021 | q: 11/31 | q_time: 2.438448s | E: 26 | q_time/E: 0.093786s | shuffle time: 0.000252s
Mon Jan 25 18:21:21 2021 | q: 12/31 | q_time: 2.778512s | E: 30 | q_time/E: 0.092617s | shuffle time: 0.000252s
Mon Jan 25 18:21:25 2021 | q: 13/31 | q_time: 3.265176s | E: 34 | q_time/E: 0.096035s | shuffle time: 0.000252s
Mon Jan 25 18:21:28 2021 | q: 14/31 | q_time: 3.490978s | E: 37 | q_time/E: 0.094351s | shuffle time: 0.000253s
Mon Jan 25 18:21:32 2021 | q: 15/31 | q_time: 3.727470s | E: 40 | q_time/E: 0.093187s | shuffle time: 0.000254s
Mon Jan 25 18:21:36 2021 | q: 16/31 | q_time: 4.174622s | E: 44 | q_time/E: 0.094878s | shuffle time: 0.000251s
Mon Jan 25 18:21:41 2021 | q: 17/31 | q_time: 4.524143s | E: 46 | q_time/E: 0.098351s | shuffle time: 0.000252s
Mon Jan 25 18:21:47 2021 | q: 18/31 | q_time: 6.859665s | E: 49 | q_time/E: 0.139993s | shuffle time: 0.000253s
Mon Jan 25 18:21:52 2021 | q: 19/31 | q_time: 4.700578s | E: 50 | q_time/E: 0.094012s | shuffle time: 0.000256s
Mon Jan 25 18:21:58 2021 | q: 20/31 | q_time: 5.783348s | E: 52 | q_time/E: 0.111218s | shuffle time: 0.000255s
Mon Jan 25 18:22:03 2021 | q: 21/31 | q_time: 4.697789s | E: 53 | q_time/E: 0.088638s | shuffle time: 0.000255s
Mon Jan 25 18:22:09 2021 | q: 22/31 | q_time: 6.263986s | E: 55 | q_time/E: 0.113891s | shuffle time: 0.000254s
Mon Jan 25 18:22:14 2021 | q: 23/31 | q_time: 5.320572s | E: 57 | q_time/E: 0.093343s | shuffle time: 0.000254s
Mon Jan 25 18:22:20 2021 | q: 24/31 | q_time: 6.278384s | E: 60 | q_time/E: 0.104640s | shuffle time: 0.000255s
Mon Jan 25 18:22:26 2021 | q: 25/31 | q_time: 5.694876s | E: 61 | q_time/E: 0.093359s | shuffle time: 0.000254s
Mon Jan 25 18:22:32 2021 | q: 26/31 | q_time: 5.708988s | E: 62 | q_time/E: 0.092080s | shuffle time: 0.000254s
Mon Jan 25 18:22:37 2021 | q: 27/31 | q_time: 5.669580s | E: 64 | q_time/E: 0.088587s | shuffle time: 0.000251s
Mon Jan 25 18:22:52 2021 | q: 28/31 | q_time: 14.332873s | E: 67 | q_time/E: 0.213923s | shuffle time: 0.000255s
Mon Jan 25 18:22:58 2021 | q: 29/31 | q_time: 6.435804s | E: 69 | q_time/E: 0.093273s | shuffle time: 0.000353s
Mon Jan 25 18:23:05 2021 | q: 30/31 | q_time: 6.264497s | E: 70 | q_time/E: 0.089493s | shuffle time: 0.000249s
Mon Jan 25 18:23:11 2021 | q: 31/31 | q_time: 6.447913s | E: 71 | q_time/E: 0.090816s | shuffle time: 0.000245s
