run: 918 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Tue Jan 26 04:22:07 2021 | q: 0/31 | q_time: 0.089601s | E: 1 | q_time/E: 0.089601s | shuffle time: 0.000000s
Tue Jan 26 04:22:07 2021 | q: 1/31 | q_time: 0.079746s | E: 1 | q_time/E: 0.079746s | shuffle time: 0.000222s
Tue Jan 26 04:22:07 2021 | q: 2/31 | q_time: 0.168428s | E: 2 | q_time/E: 0.084214s | shuffle time: 0.000238s
Tue Jan 26 04:22:08 2021 | q: 3/31 | q_time: 0.343351s | E: 4 | q_time/E: 0.085838s | shuffle time: 0.000234s
Tue Jan 26 04:22:08 2021 | q: 4/31 | q_time: 0.528758s | E: 6 | q_time/E: 0.088126s | shuffle time: 0.000240s
Tue Jan 26 04:22:09 2021 | q: 5/31 | q_time: 0.720050s | E: 8 | q_time/E: 0.090006s | shuffle time: 0.000248s
Tue Jan 26 04:22:10 2021 | q: 6/31 | q_time: 0.908463s | E: 10 | q_time/E: 0.090846s | shuffle time: 0.000247s
Tue Jan 26 04:22:11 2021 | q: 7/31 | q_time: 1.186405s | E: 13 | q_time/E: 0.091262s | shuffle time: 0.000242s
Tue Jan 26 04:22:12 2021 | q: 8/31 | q_time: 1.471419s | E: 16 | q_time/E: 0.091964s | shuffle time: 0.000246s
Tue Jan 26 04:22:14 2021 | q: 9/31 | q_time: 1.753778s | E: 19 | q_time/E: 0.092304s | shuffle time: 0.000249s
Tue Jan 26 04:22:16 2021 | q: 10/31 | q_time: 2.079613s | E: 22 | q_time/E: 0.094528s | shuffle time: 0.000248s
Tue Jan 26 04:22:19 2021 | q: 11/31 | q_time: 2.414520s | E: 26 | q_time/E: 0.092866s | shuffle time: 0.000252s
Tue Jan 26 04:22:21 2021 | q: 12/31 | q_time: 2.818450s | E: 30 | q_time/E: 0.093948s | shuffle time: 0.000253s
Tue Jan 26 04:22:25 2021 | q: 13/31 | q_time: 3.146215s | E: 34 | q_time/E: 0.092536s | shuffle time: 0.000254s
Tue Jan 26 04:22:28 2021 | q: 14/31 | q_time: 3.456049s | E: 37 | q_time/E: 0.093407s | shuffle time: 0.000252s
Tue Jan 26 04:22:32 2021 | q: 15/31 | q_time: 3.731179s | E: 40 | q_time/E: 0.093279s | shuffle time: 0.000254s
Tue Jan 26 04:22:36 2021 | q: 16/31 | q_time: 4.287799s | E: 44 | q_time/E: 0.097450s | shuffle time: 0.000251s
Tue Jan 26 04:22:40 2021 | q: 17/31 | q_time: 4.384075s | E: 46 | q_time/E: 0.095306s | shuffle time: 0.000252s
Tue Jan 26 04:22:49 2021 | q: 18/31 | q_time: 8.597163s | E: 49 | q_time/E: 0.175452s | shuffle time: 0.000254s
Tue Jan 26 04:22:54 2021 | q: 19/31 | q_time: 5.242255s | E: 50 | q_time/E: 0.104845s | shuffle time: 0.000290s
Tue Jan 26 04:23:00 2021 | q: 20/31 | q_time: 5.632131s | E: 52 | q_time/E: 0.108310s | shuffle time: 0.000255s
Tue Jan 26 04:23:05 2021 | q: 21/31 | q_time: 5.338521s | E: 53 | q_time/E: 0.100727s | shuffle time: 0.000255s
Tue Jan 26 04:23:11 2021 | q: 22/31 | q_time: 6.166578s | E: 55 | q_time/E: 0.112120s | shuffle time: 0.000256s
Tue Jan 26 04:23:17 2021 | q: 23/31 | q_time: 5.679587s | E: 57 | q_time/E: 0.099642s | shuffle time: 0.000255s
Tue Jan 26 04:23:23 2021 | q: 24/31 | q_time: 5.662938s | E: 60 | q_time/E: 0.094382s | shuffle time: 0.000256s
Tue Jan 26 04:23:28 2021 | q: 25/31 | q_time: 5.671391s | E: 61 | q_time/E: 0.092974s | shuffle time: 0.000256s
Tue Jan 26 04:23:34 2021 | q: 26/31 | q_time: 5.758328s | E: 62 | q_time/E: 0.092876s | shuffle time: 0.000254s
Tue Jan 26 04:23:40 2021 | q: 27/31 | q_time: 5.898088s | E: 64 | q_time/E: 0.092158s | shuffle time: 0.000252s
Tue Jan 26 04:23:53 2021 | q: 28/31 | q_time: 12.713697s | E: 67 | q_time/E: 0.189757s | shuffle time: 0.000251s
Tue Jan 26 04:23:59 2021 | q: 29/31 | q_time: 6.098973s | E: 69 | q_time/E: 0.088391s | shuffle time: 0.000250s
Tue Jan 26 04:24:05 2021 | q: 30/31 | q_time: 6.177425s | E: 70 | q_time/E: 0.088249s | shuffle time: 0.000248s
Tue Jan 26 04:24:12 2021 | q: 31/31 | q_time: 6.489483s | E: 71 | q_time/E: 0.091401s | shuffle time: 0.000247s
