run: 697 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 20:34:31 2021 | q: 0/31 | q_time: 0.083246s | E: 1 | q_time/E: 0.083246s | shuffle time: 0.000000s
Mon Jan 25 20:34:31 2021 | q: 1/31 | q_time: 0.079802s | E: 1 | q_time/E: 0.079802s | shuffle time: 0.000215s
Mon Jan 25 20:34:31 2021 | q: 2/31 | q_time: 0.168847s | E: 2 | q_time/E: 0.084423s | shuffle time: 0.000239s
Mon Jan 25 20:34:31 2021 | q: 3/31 | q_time: 0.343808s | E: 4 | q_time/E: 0.085952s | shuffle time: 0.000232s
Mon Jan 25 20:34:32 2021 | q: 4/31 | q_time: 0.528990s | E: 6 | q_time/E: 0.088165s | shuffle time: 0.000241s
Mon Jan 25 20:34:32 2021 | q: 5/31 | q_time: 0.722244s | E: 8 | q_time/E: 0.090280s | shuffle time: 0.000244s
Mon Jan 25 20:34:33 2021 | q: 6/31 | q_time: 0.912607s | E: 10 | q_time/E: 0.091261s | shuffle time: 0.000245s
Mon Jan 25 20:34:34 2021 | q: 7/31 | q_time: 1.188747s | E: 13 | q_time/E: 0.091442s | shuffle time: 0.000243s
Mon Jan 25 20:34:36 2021 | q: 8/31 | q_time: 1.527447s | E: 16 | q_time/E: 0.095465s | shuffle time: 0.000247s
Mon Jan 25 20:34:38 2021 | q: 9/31 | q_time: 1.778043s | E: 19 | q_time/E: 0.093581s | shuffle time: 0.000250s
Mon Jan 25 20:34:40 2021 | q: 10/31 | q_time: 2.041900s | E: 22 | q_time/E: 0.092814s | shuffle time: 0.000250s
Mon Jan 25 20:34:42 2021 | q: 11/31 | q_time: 2.412913s | E: 26 | q_time/E: 0.092804s | shuffle time: 0.000254s
Mon Jan 25 20:34:45 2021 | q: 12/31 | q_time: 2.819149s | E: 30 | q_time/E: 0.093972s | shuffle time: 0.000253s
Mon Jan 25 20:34:48 2021 | q: 13/31 | q_time: 3.130401s | E: 34 | q_time/E: 0.092071s | shuffle time: 0.000254s
Mon Jan 25 20:34:52 2021 | q: 14/31 | q_time: 3.446976s | E: 37 | q_time/E: 0.093162s | shuffle time: 0.000253s
Mon Jan 25 20:34:55 2021 | q: 15/31 | q_time: 3.659313s | E: 40 | q_time/E: 0.091483s | shuffle time: 0.000253s
Mon Jan 25 20:35:01 2021 | q: 16/31 | q_time: 5.790884s | E: 44 | q_time/E: 0.131611s | shuffle time: 0.000250s
Mon Jan 25 20:35:05 2021 | q: 17/31 | q_time: 4.234511s | E: 46 | q_time/E: 0.092055s | shuffle time: 0.000253s
Mon Jan 25 20:35:10 2021 | q: 18/31 | q_time: 4.715573s | E: 49 | q_time/E: 0.096236s | shuffle time: 0.000254s
Mon Jan 25 20:35:15 2021 | q: 19/31 | q_time: 4.693128s | E: 50 | q_time/E: 0.093863s | shuffle time: 0.000255s
Mon Jan 25 20:35:20 2021 | q: 20/31 | q_time: 4.982077s | E: 52 | q_time/E: 0.095809s | shuffle time: 0.000254s
Mon Jan 25 20:35:25 2021 | q: 21/31 | q_time: 5.586577s | E: 53 | q_time/E: 0.105407s | shuffle time: 0.000254s
Mon Jan 25 20:35:32 2021 | q: 22/31 | q_time: 6.741414s | E: 55 | q_time/E: 0.122571s | shuffle time: 0.000256s
Mon Jan 25 20:35:39 2021 | q: 23/31 | q_time: 6.946724s | E: 57 | q_time/E: 0.121872s | shuffle time: 0.000256s
Mon Jan 25 20:35:46 2021 | q: 24/31 | q_time: 7.392179s | E: 60 | q_time/E: 0.123203s | shuffle time: 0.000600s
Mon Jan 25 20:35:52 2021 | q: 25/31 | q_time: 5.915054s | E: 61 | q_time/E: 0.096968s | shuffle time: 0.000254s
Mon Jan 25 20:35:58 2021 | q: 26/31 | q_time: 5.551729s | E: 62 | q_time/E: 0.089544s | shuffle time: 0.000254s
Mon Jan 25 20:36:04 2021 | q: 27/31 | q_time: 5.826094s | E: 64 | q_time/E: 0.091033s | shuffle time: 0.000251s
Mon Jan 25 20:36:17 2021 | q: 28/31 | q_time: 13.240592s | E: 67 | q_time/E: 0.197621s | shuffle time: 0.000251s
Mon Jan 25 20:36:23 2021 | q: 29/31 | q_time: 6.194599s | E: 69 | q_time/E: 0.089777s | shuffle time: 0.000249s
Mon Jan 25 20:36:29 2021 | q: 30/31 | q_time: 6.368350s | E: 70 | q_time/E: 0.090976s | shuffle time: 0.000248s
Mon Jan 25 20:36:36 2021 | q: 31/31 | q_time: 6.272010s | E: 71 | q_time/E: 0.088338s | shuffle time: 0.000248s
